,0,score,known
6664,PI3,0.1219816733236015,0
6665,RNF220,0.1219736871143228,0
6666,SLC9A2,0.1219440350248703,0
6667,OPCML,0.1219380455210955,0
6668,ENSG00000266953,0.1219250440043485,0
6669,EVI2B,0.121913430675096,0
6670,ZNF462,0.1218856488354474,0
6671,SREK1IP1,0.1218322042662283,0
6672,ADSSL1,0.1218066451281184,0
6673,SKAP2,0.1217919007596272,0
6674,AKIRIN1,0.1216034505112608,0
6675,OR4P4,0.1215784990077943,0
6677,OR9G4,0.1214947580294694,0
6678,TYMP,0.1214874890072295,0
6679,HNF4G,0.1214311918836934,0
6680,PLLP,0.121364687469546,0
6681,ZNF677,0.1213272066308429,0
6682,OR8D1,0.1212929813795615,0
6683,HSPH1,0.1212071912059222,0
6684,LELP1,0.1211590823021544,0
6685,COA6,0.1211509395775408,0
6686,NMRAL1,0.1211404992066254,0
6687,SMUG1,0.1210062299627071,0
6688,PHF1,0.1209736061691118,0
6689,AP4B1,0.1209532721188557,0
6690,PLCH2,0.1209360068894492,0
6691,KLK5,0.1208899308777923,0
6692,AKIRIN2,0.1208852451869596,0
6693,SGSM2,0.1208758902113571,0
6694,PGK1,0.1208658028251935,0
6695,THUMPD3,0.1208234553165165,0
6696,MTCH1,0.1207896521878904,0
6697,ZNF565,0.120728881089236,0
6698,CPM,0.1207165528395491,0
6699,CLDN1,0.1206741898433578,0
6700,LIMD1,0.1206697082179227,0
6701,SLC26A4,0.1206023183427342,0
6702,MYH7B,0.1205607292153027,0
6703,E2F7,0.1205415840397372,0
6704,SLC25A38,0.1205384528237266,0
6705,RGPD6,0.120499845831906,0
6706,MTMR2,0.1204918597940927,0
6707,TBC1D24,0.1204672279424009,0
6708,USP46,0.1204598735892836,0
6709,PLEKHG5,0.1204489337583019,0
6710,GDPD3,0.1204219755381891,0
6711,NMRK1,0.1202865125917118,0
6712,EEA1,0.1202592880382403,0
6713,CILP2,0.1202258571104809,0
6714,MIB2,0.1201889995416154,0
6715,TSPO,0.1201888920095377,0
6716,VPS4A,0.1201492409861478,0
6717,ENSG00000068781,0.1201183638025576,0
6718,TRAPPC8,0.120112682170827,0
6719,WNT5B,0.1200695046190594,0
6720,GLRX5,0.1200694377796378,0
6721,OR5AR1,0.1200170463338261,0
6722,RIMS2,0.1198547258908331,0
6723,GABARAP,0.1198407978291382,0
6724,GJB4,0.1198277877243877,0
6725,MOG,0.1197602025815192,0
6726,PSMD12,0.1196997259878084,0
6727,RAB25,0.1196851435955478,0
6728,OAZ1,0.119650562338025,0
6729,SSH2,0.1196244671207399,0
6730,ENSG00000196689,0.1196081497449158,0
6731,CAGE1,0.1195943652250772,0
6732,ATG4D,0.1195907281879823,0
6733,PKLR,0.1195514295762762,0
6734,PPM1J,0.1195108704332165,0
6735,NDUFAF2,0.119499606514516,0
6736,ENDOG,0.1194805016359202,0
6737,SLC25A31,0.1194639161339049,0
6738,KERA,0.1194604004704696,0
6739,OR10A2,0.1193116315476969,0
6740,MTERF3,0.1193108068342032,0
6741,PTMS,0.1193076669893527,0
6742,GMDS,0.1192948320929133,0
6743,TNNT1,0.1192636045902944,0
6744,USP17L13,0.1191752056377507,0
6745,RGCC,0.1191453309126486,0
6746,EPB42,0.1191284447493634,0
6747,TRIM3,0.11911721915303,0
6748,CDC42EP2,0.1190911996178464,0
6749,DIAPH2,0.1190568830438525,0
6750,MTM1,0.1189422064633138,0
6751,OR4C16,0.1189320022153988,0
6752,PTRF,0.1189097156273613,0
6753,SBSPON,0.1189065921483573,0
6754,ADAMTSL5,0.1189014318582248,0
6755,VPS4B,0.1189013003567941,0
6756,MAGEA4,0.1188970391156397,0
6757,RAB17,0.118886405727821,0
6758,GBP4,0.1188705511489019,0
6759,NEDD4,0.1187614956707025,0
6760,SNCG,0.1187582984149908,0
6761,DENND4A,0.1187558971102065,0
6762,TRIM35,0.118684036585955,0
6763,OR5K2,0.118657629831657,0
6764,RHOB,0.1186249280544466,0
6765,SLC5A5,0.1185799309070806,0
6766,ERVFRD-1,0.1185472601921382,0
6767,CACNA1H,0.1185165737983149,0
6768,KDM3A,0.118399217572506,0
6769,PGM2,0.1183952764309053,0
6770,ADAMTSL3,0.1183387856248181,0
6771,ARHGAP19,0.1183294977044209,0
6772,IZUMO4,0.1183098394937651,0
6773,ENSA,0.1183009855809786,0
6774,AMDHD2,0.1182802943473756,0
6775,TCN2,0.1182093090315598,0
6776,UBQLN1,0.1181984706441066,0
6777,TMEM70,0.1181879140693141,0
6778,PTPRM,0.1181641640150005,0
6779,NEB,0.1181581569804179,0
6780,CHL1,0.1181569722495761,0
6781,MUC20,0.1181528419881891,0
6782,PPP4C,0.1181252948981009,0
6783,PSMD4,0.1181050767900278,0
6784,MVB12B,0.1180104716627284,0
6785,GBP5,0.1180018547143108,0
6786,RUSC2,0.117987269724224,0
6787,SPTBN4,0.1179375696471797,0
6788,DDOST,0.1179120933036953,0
6789,OR6C1,0.1179039377870567,0
6790,KIAA0513,0.1178891127951752,0
6791,NDUFB7,0.1178873171071771,0
6792,IDNK,0.117882249225326,0
6793,MAGEC1,0.1178065338370064,0
6794,SPAG7,0.1177607867763399,0
6795,PARVB,0.1176388576870695,0
6796,ZSCAN18,0.117616730893683,0
6797,TNRC6A,0.1176011215140381,0
6798,HIST1H4E,0.1175288335376911,0
6799,ZNF224,0.1175130346318192,0
6800,OR4C6,0.1174918402937663,0
6801,CNIH3,0.117474424096176,0
6802,FAM220A,0.1174637220142539,0
6803,OR10T2,0.1174616611047919,0
6804,TNNC1,0.117456671207398,0
6805,PPP1R3C,0.1173822538249394,0
6806,EPG5,0.1173324273697147,0
6807,C9orf3,0.1173291643026557,0
6808,KREMEN2,0.1173171387089346,0
6809,TFDP3,0.1172692672522211,0
6810,MLF2,0.1172562477828343,0
6811,SEMA4B,0.1172064019573159,0
6812,TPPP,0.1171943390870134,0
6813,TVP23B,0.1171773809303147,0
6814,FXR2,0.1171576108363345,0
6815,ROBO2,0.1171430646694643,0
6816,RAB42,0.1171127602220447,0
6817,PCDHA7,0.1170958152769435,0
6818,SATB1,0.1170900646520175,0
6819,RHPN1,0.1170775532212975,0
6820,PRRC2A,0.1170609305687098,0
6821,CYB5R4,0.1170546723227744,0
6822,THSD4,0.1170543653539416,0
6823,SRPX2,0.1170296310568376,0
6824,VWA5B1,0.1169743148765966,0
6825,SCUBE3,0.1169233802253709,0
6826,TFB1M,0.1169029686469091,0
6827,VPS37B,0.1168471861512876,0
6828,B3GALT5,0.1168434207241516,0
6829,ZBTB43,0.1168412919801075,0
6830,ADAMTS7,0.1167998186078921,0
6831,ARHGAP25,0.1167727734386188,0
6832,TRIM4,0.1167110004253487,0
6833,FZD5,0.1167106454624248,0
6834,NCKIPSD,0.1166829702285762,0
6835,GLTP,0.1166469651795194,0
6836,LAYN,0.1166183974725412,0
6837,HIST2H4B,0.1166084077771135,0
6838,TESK1,0.1165549328477494,0
6839,CEACAM7,0.1164770422942757,0
6840,ATG13,0.1164766183316134,0
6841,OR13C9,0.116465086891103,0
6842,PF4V1,0.1163193487236172,0
6843,NINJ1,0.1163007707274127,0
6844,B3GNT5,0.1162712847725329,0
6845,VHL,0.1162702587029494,0
6846,NLRP12,0.1162364562804195,0
6847,HHAT,0.1162302783543227,0
6848,ASPSCR1,0.1162079937885518,0
6849,RIMBP3B,0.1161828392643563,0
6850,RAPH1,0.1161665135542288,0
6851,SLC32A1,0.1161449921835128,0
6852,UBXN8,0.1161368178181092,0
6853,ADAMTS9,0.1161237622314226,0
6854,OR51F1,0.1161222856692842,0
6855,PRODH2,0.1160841570663744,0
6856,UBQLN4,0.1160339599104461,0
6857,FAM46A,0.1159796311147716,0
6858,E2F4,0.1159768513066392,0
6859,ADAMTS18,0.1159703729166877,0
6860,NEU4,0.1159447972816336,0
6861,CKM,0.1159106187462967,0
6862,NUDT14,0.1159037121983644,0
6863,SH2D3A,0.1158856665146067,0
6864,SEMG2,0.1157953767218668,0
6865,SCGB3A2,0.1157738467290125,0
6866,SCGB2A1,0.1157309837470624,0
6867,TCAP,0.1157208206774302,0
6868,CARKD,0.1156983139313451,0
6869,MPP5,0.1156735581693611,0
6870,CACNA1C,0.1155886539453011,0
6871,PMP2,0.1155573444316229,0
6872,SMEK1,0.1155298379780906,0
6873,KLF8,0.115431324193737,0
6874,POTED,0.115388619168516,0
6875,SSX2IP,0.115369070953393,0
6876,OR2T29,0.1153585481265472,0
6877,MAP1LC3A,0.1153523615679642,0
6878,PPP1R14A,0.1153281024241124,0
6879,OR5AK2,0.1153065976093513,0
6880,CD300LF,0.1152623441529366,0
6881,BABAM1,0.1152224696334877,0
6882,PIR,0.1152009269813716,0
6883,SLC7A7,0.1151807694360465,0
6884,MOCS1,0.1151396744881332,0
6885,CDKAL1,0.1150857416997274,0
6886,NBR1,0.1150852574256841,0
6887,ATG4C,0.1150774117010213,0
6888,SUMO4,0.1150712815074295,0
6889,CST7,0.115051700544884,0
6890,CTAG1A,0.115020581307662,0
6891,PIGL,0.1150063092630534,0
6892,CCT8,0.1149557700596225,0
6893,FERMT1,0.1149331381828673,0
6894,C7orf43,0.1149047765732177,0
6896,COX5B,0.1148849312724872,0
6897,HIST1H2BE,0.1148599554845208,0
6898,VPS37C,0.1148302985787797,0
6899,GZMK,0.1147275749327232,0
6900,ZNF397,0.1147096806990832,0
6901,MS4A14,0.114688379853444,0
6902,H2AFB2,0.1146322605117744,0
6903,DAP3,0.1146297550634224,0
6904,BRSK2,0.1146256897891804,0
6905,MSGN1,0.114610967111361,0
6906,PPP4R4,0.1145689613980387,0
6907,DHX29,0.1144947900880918,0
6908,OR4F15,0.1144784579654913,0
6909,MSS51,0.1144431486297129,0
6910,RBM14,0.1144303002606842,0
6911,SLC3A2,0.1144247596145149,0
6912,PICK1,0.1144243762864505,0
6913,WIF1,0.1144242031842656,0
6914,BCL7B,0.1143941093946179,0
6916,IQCF6,0.1143453819122666,0
6917,SYP,0.1142778367311068,0
6918,SH3D19,0.1142474033431815,0
6919,RNH1,0.1142312480934092,0
6920,HIST4H4,0.1142276476128927,0
6921,EFCAB1,0.1141953863128662,0
6922,TOMM40,0.1141542276321544,0
6923,URB2,0.11408786988904,0
6924,MMACHC,0.1140784491592018,0
6925,COG4,0.1140681632107336,0
6926,OR8A1,0.1139336806954808,0
6927,ST8SIA1,0.1138777440950306,0
6928,CHMP7,0.1138765105240481,0
6929,COX6A2,0.113871466732355,0
6930,CHMP2B,0.113861860844108,0
6931,APBA3,0.1138408105371636,0
6932,SLC12A3,0.1138107699665538,0
6933,SLC25A19,0.1137940002635527,0
6934,PRDM9,0.1137860581544699,0
6935,EXOC8,0.1137014523659928,0
6936,LIMS2,0.1136931011587128,0
6937,ACN9,0.1136501188892208,0
6938,CNTN4,0.1136051202075336,0
6939,L3MBTL3,0.1135654869018123,0
6940,GCNT1,0.1135645285591573,0
6941,FGFR1OP,0.1135527852944612,0
6942,TENC1,0.1135077866994084,0
6943,FAM24A,0.1134715482192498,0
6944,VPS28,0.1134165358145942,0
6945,MIA2,0.1133959513467064,0
6946,TBC1D3D,0.1133730636928768,0
6947,TMOD2,0.1133545595757408,0
6948,HTT,0.1132882397667711,0
6949,ART4,0.1132753071640651,0
6950,TRIM29,0.1132040561303055,0
6951,RHOD,0.1131345307438592,0
6952,SURF2,0.1130876043838963,0
6953,SAV1,0.1130250225852625,0
6954,CLINT1,0.1130184133018907,0
6955,TNS4,0.1130083329922759,0
6956,MTERF1,0.1130011046913658,0
6957,PARG,0.1129620167337149,0
6958,CLSTN2,0.112941726763093,0
6959,OAS3,0.1128805456699057,0
6960,ZNF516,0.1128769975640774,0
6961,PPP1R1A,0.112832002097306,0
6962,ZSCAN32,0.1128025998158057,0
6963,DENND1C,0.11280175948358,0
6964,SLC9A9,0.1127604703968739,0
6965,CDK4,0.112748654037176,0
6966,KCNG2,0.1127285386619842,0
6967,ADAMTSL1,0.1127282185446039,0
6968,BCAR3,0.1126871359725925,0
6969,SOHLH2,0.1126527638872987,0
6970,ST13,0.1126352389618501,0
6971,RABEP1,0.1126114993799929,0
6972,MAGEA2,0.1125927301400799,0
6973,AKAP6,0.1125744727530483,0
6974,OR51A7,0.1125444419757323,0
6975,SRMS,0.1124668066151501,0
6976,OGN,0.1124643853738373,0
6977,CUL2,0.1123877587332204,0
6978,ZNF687,0.1123544552609309,0
6979,TMOD4,0.1123055188206546,0
6980,STEAP3,0.1122855316605075,0
6981,PSMA3,0.1122294644134866,0
6982,DPF3,0.1121742649915961,0
6983,LPHN1,0.1121470977875355,0
6984,ZNF77,0.1121261186459655,0
6985,MS4A1,0.1120647942736134,0
6986,BTBD9,0.1120605181541642,0
6988,HPS1,0.1119776550388951,0
6989,USP19,0.1119460145587586,0
6990,LRFN2,0.11179824813923,0
6991,C9orf72,0.1117881124374358,0
6992,DPY19L2,0.1117781551420076,0
6993,SLC35B1,0.1117762113262605,0
6994,SPTB,0.1117181205564271,0
6995,HDAC10,0.1117031755061023,0
6996,TMEM86B,0.1116845268064102,0
6997,RRAGC,0.1116607062132854,0
6998,SYPL2,0.1116539433007143,0
6999,PPP2R2B,0.1116517320866768,0
7000,OR10Z1,0.1115764731198329,0
7001,B4GALT3,0.111571327845623,0
7002,OR6N1,0.1115688828156753,0
7003,HIST1H3I,0.1115564373937142,0
7004,HIST2H4A,0.1115438013466299,0
7005,UBD,0.1115190066039174,0
7006,UBLCP1,0.1115150737765363,0
7007,STX4,0.1114902829796115,0
7008,LEMD1,0.1114395854883315,0
7009,BHLHE41,0.1114272372049064,0
7010,NDUFAF5,0.111374361222926,0
7011,ENSG00000272752,0.1113718294951516,0
7012,SLC33A1,0.1113710748694323,0
7013,APEX1,0.1113499573248832,0
7014,GBP1,0.1113464395374631,0
7015,SPDYA,0.1112542639883879,0
7016,CSTA,0.1112257296419668,0
7017,OR10C1,0.1112072244899407,0
7018,AP3S1,0.1111149641594877,0
7019,OR6C75,0.1111030925811796,0
7020,TMEM115,0.1110856573916084,0
7021,USP17L3,0.1110687601309862,0
7022,SEMA3E,0.1110472077708636,0
7023,MEIS2,0.1110376804933936,0
7024,SPECC1,0.1109983326758534,0
7025,MNS1,0.1108825891627147,0
7026,hCG_401294,0.1108753676585603,0
7027,OR10W1,0.110825035769952,0
7028,MED21,0.110795754331016,0
7029,EMC8,0.1107770269199444,0
7030,LNX2,0.1107485490829452,0
7031,PRRX2,0.110707391203077,0
7032,S100P,0.1106999341962561,0
7033,ENSG00000272772,0.1105556587220725,0
7034,ENSG00000243667,0.1105444944297504,0
7035,ARID2,0.110542678256834,0
7036,MOB2,0.1105043625491144,0
7037,IL17D,0.1105032387738445,0
7038,WNK4,0.1104795596342889,0
7039,PRSS57,0.1104702079076378,0
7040,TRAF7,0.1104590189928111,0
7041,POTEC,0.1104358602461545,0
7042,S100A16,0.1104065256724338,0
7043,PTH1R,0.110390494898575,0
7044,NR2E1,0.1103500835621425,0
7045,TOMM20L,0.1102558369784441,0
7046,NPTX1,0.1101472718917541,0
7047,CEP112,0.110147213219727,0
7048,BRPF3,0.1101280032570885,0
7049,GMPR,0.1100976738375719,0
7050,ACTL7A,0.1100549305031608,0
7051,TRAPPC12,0.1100483504075329,0
7052,OR9A4,0.1100317515568329,0
7053,PAQR3,0.1100174204967521,0
7054,OR4E2,0.1100160073401046,0
7055,MFAP3,0.1099947401459797,0
7056,ZNF197,0.1099840111634847,0
7057,ATG10,0.109980063814911,0
7058,CHEK2,0.1099587561157038,0
7059,ABCA12,0.1099269260875823,0
7060,OR1B1,0.1099216407098941,0
7061,HTD2,0.1098403640886464,0
7062,RGSL1,0.109794030738995,0
7063,SPRR1B,0.1097522256243779,0
7064,DEFB4A,0.1097501210542448,0
7065,NRN1L,0.1097450450442637,0
7066,SPATA5L1,0.1097167927638788,0
7067,RPS27A,0.1097067799320893,0
7068,TTC29,0.1097002902661143,0
7069,ARHGEF26,0.1096928843915179,0
7070,OR2T11,0.1096913321980301,0
7071,USP17L5,0.1096439983692874,0
7072,CD151,0.1095497303712981,0
7073,RAB33B,0.1095378324726673,0
7074,PRICKLE1,0.1095052729922503,0
7075,CASQ2,0.1094641090315549,0
7076,KDM4A,0.1094598353921836,0
7077,MORN3,0.1094368109430577,0
7078,KIAA0319L,0.109407190554928,0
7079,NR2C2AP,0.1093936365190211,0
7080,LHX2,0.1093863272320063,0
7081,RPTN,0.1093363194399137,0
7082,GPRASP2,0.1093293925905315,0
7083,ARPP19,0.1092886165133946,0
7084,TOP2B,0.109280892817797,0
7085,USP17L22,0.1092726118668303,0
7086,FSHB,0.1092567877890054,0
7087,GBX1,0.1092346821039327,0
7088,TECTA,0.1092237215031314,0
7089,PILRB,0.1091680135659811,0
7090,SDHAF1,0.1091594986286579,0
7091,RAB40C,0.1091443402612194,0
7092,OR1L8,0.1091338467021605,0
7093,RUNDC3A,0.1091117390212401,0
7094,OR5AN1,0.1090790760515234,0
7095,CLDN16,0.1090634947039183,0
7096,FZR1,0.1090562773432303,0
7097,SYT4,0.1090489816615274,0
7098,PLOD1,0.1090072253997095,0
7099,MTHFD2L,0.1090044578117406,0
7100,STOML3,0.1089720166885748,0
7101,SRGAP2,0.1089678164569077,0
7102,MYH10,0.1089623719988233,0
7103,ADAMTS19,0.1088856914113635,0
7104,MGMT,0.1088632144763337,0
7105,OR7D4,0.1088505383059337,0
7106,TRAIP,0.1088498787028594,0
7107,FBXO8,0.1087806670426706,0
7108,NBPF1,0.1087796943679778,0
7109,ZNF697,0.1087591322919337,0
7110,HIST1H4H,0.1087504914762971,0
7111,HLF,0.1087501894417804,0
7112,FBXL19,0.1087492354286508,0
7113,OR4D11,0.1087428065174642,0
7114,339010,0.1087306134492533,0
7115,SLITRK1,0.1087088435450625,0
7116,NBEA,0.1086990325576841,0
7117,RNF181,0.1086623107289831,0
7118,LAPTM4A,0.1086398315592891,0
7119,SIX6,0.1086331886691309,0
7120,RIMBP3C,0.1086273353209574,0
7121,ADAMTS10,0.1086157865493894,0
7122,CSN3,0.1086103045542389,0
7123,ZNF445,0.1085592146602448,0
7124,SIRPG,0.1085422817073231,0
7125,MBTD1,0.1085246216128801,0
7126,NKAIN2,0.1085020175349385,0
7127,TBC1D17,0.1084911250664281,0
7128,ADAMTS15,0.1084887414748046,0
7129,SLC30A9,0.1084690360881227,0
7130,PDZRN3,0.1084416502963159,0
7131,STX1B,0.1084415149345532,0
7132,SAMD1,0.1084406813713427,0
7133,MC1R,0.1083788878787231,0
7134,EFHC2,0.1083033858839433,0
7135,PCDHA9,0.1082947172186279,0
7136,TTC7B,0.1082665655556655,0
7137,CGNL1,0.108266271638154,0
7138,ANK2,0.1082492588378581,0
7139,OR2A4,0.1081577061532921,0
7140,KLK14,0.1081261714231519,0
7141,HBQ1,0.1080599667581763,0
7142,CPN2,0.1080232368696212,0
7143,PHPT1,0.107992572312784,0
7144,SLCO5A1,0.1079578223807184,0
7145,PA2G4,0.1079128336419323,0
7146,EHMT2,0.1079072986542248,0
7147,SNAP29,0.1078950081984007,0
7148,C14orf2,0.1078883476896771,0
7149,POFUT2,0.1078444658410407,0
7150,ROPN1,0.1078179148343246,0
7151,TRIB2,0.1078001879116985,0
7152,HIST2H2AA,0.1077939907821818,0
7153,HIST1H4J,0.1077470670414426,0
7154,EFCAB7,0.1077217866247638,0
7155,ZNF461,0.1077123371771454,0
7156,UBE2K,0.1076767365524489,0
7157,CORO2B,0.1076070162113699,0
7158,NCR3LG1,0.1075768560100376,0
7159,TSNARE1,0.107564246685282,0
7160,DBN1,0.1075636945532855,0
7161,PSMA2,0.1075478035475322,0
7162,B4GALT4,0.1075207138231733,0
7163,DSG3,0.1074957906626383,0
7164,MICALL2,0.1074715283953768,0
7165,BCOR,0.1074698685312759,0
7166,SCYL2,0.1074499267697961,0
7167,NHSL2,0.1074282317430337,0
7169,MDGA2,0.1073580375034861,0
7170,KCNJ3,0.1072896043439534,0
7171,PSMC4,0.1072589423950853,0
7172,KIAA1147,0.1072487788115717,0
7173,TRIM26,0.1071709663932129,0
7174,DYNC1LI2,0.1071433953810335,0
7175,MTHFS,0.1071326024869615,0
7176,FOXK1,0.107125335731561,0
7177,RCE1,0.1071195261144458,0
7178,TP53BP1,0.1070065857672083,0
7179,ROBO4,0.1070031740217954,0
7180,FGD2,0.1069373213278514,0
7181,TSG101,0.1069253136073622,0
7182,TDG,0.106881967528352,0
7183,WNK3,0.1068465235837932,0
7184,MTSS1,0.1068316433008436,0
7185,DUSP28,0.1068307415506251,0
7186,POU3F1,0.1068227317828564,0
7187,OR5J2,0.1068193658244187,0
7188,TMEM38B,0.1067841605516684,0
7189,EIF4EBP2,0.1067621644376386,0
7190,DSG1,0.1067292446818435,0
7191,CFHR5,0.1067257783304031,0
7192,FXYD6,0.10672201335518,0
7193,LRRC4C,0.1066316613934572,0
7194,OR1D2,0.1066135788957063,0
7195,PSMA7,0.106601918149421,0
7196,ASIC2,0.106553403777782,0
7197,ENSG00000157654,0.1065093886525437,0
7198,SRFBP1,0.1064774765851274,0
7199,COG6,0.106432054259859,0
7200,RSAD2,0.1064312686815604,0
7201,UBE2E1,0.106397460120071,0
7202,TECTB,0.1063919146248492,0
7203,ARHGAP27,0.1063890567039545,0
7204,USP14,0.1063484806819907,0
7205,ROR1,0.1063134245875891,0
7206,INPP5E,0.1062903143040559,0
7207,VPS25,0.1062782678678495,0
7208,EFEMP2,0.1062497477350081,0
7209,YBX2,0.1062446860583072,0
7210,UGGT1,0.1062332498839928,0
7211,DSC1,0.1062204396613291,0
7212,EML1,0.1062056716416897,0
7213,DVL1,0.1061583849707932,0
7214,ARHGEF28,0.1061219453280758,0
7215,GRIA3,0.1060953655508359,0
7216,PTPRG,0.1060619517893568,0
7217,ENSG00000260914,0.1060296751533809,0
7218,KANK4,0.1059785563502482,0
7219,MYBPC2,0.1059459744201723,0
7220,FAM71F2,0.1059412508098625,0
7221,TAMM41,0.1059361630037618,0
7222,OAS1,0.1058748685917716,0
7223,PCDHA10,0.1058502621010832,0
7224,ACTR3B,0.1058429447603002,0
7225,BAG5,0.1058116207261413,0
7226,LY6G6C,0.105674458556345,0
7227,AQP9,0.105672835369045,0
7228,SH3GLB2,0.1056459026955853,0
7229,ANK1,0.1056323219888578,0
7230,RSPRY1,0.1056111736604371,0
7232,KCNJ6,0.1055441526784829,0
7233,IGBP1,0.1054922070500298,0
7234,ZMYND11,0.1054848457628225,0
7235,CIZ1,0.105463806740709,0
7236,ARHGEF16,0.1054568644666944,0
7237,GNAT2,0.1054491166197625,0
7238,AHSA2,0.1054165291751251,0
7239,LY6D,0.1054100776637567,0
7240,SLC37A4,0.1053019254056879,0
7241,FOLR4,0.1052873537357151,0
7242,CD320,0.1052822903867051,0
7243,CRH,0.1052051302362308,0
7244,VPS52,0.105113034865038,0
7245,LLGL1,0.1050499177947975,0
7246,PDZD2,0.1050425707127911,0
7247,WNT9A,0.1049838237232446,0
7248,USP15,0.1049540612051875,0
7249,NFIC,0.1049149912723315,0
7250,GUCY1B3,0.1048872539015999,0
7251,SEZ6L2,0.1048635235016514,0
7252,JAGN1,0.1048603167610053,0
7253,RNF146,0.1047961905456647,0
7254,ACTR3C,0.1047512712565827,0
7255,PLXNB3,0.1047308401328021,0
7256,LRSAM1,0.1047154760051017,0
7257,MX1,0.1046985438884445,0
7258,MYH9,0.1046432100858916,0
7259,SPRR2A,0.1046339037473996,0
7260,IQCE,0.1046300007883159,0
7261,HIST1H2BF,0.1046096011226801,0
7262,SIX4,0.1045524394498204,0
7263,PRNT,0.1045461862141769,0
7264,ELF2,0.1045089272386288,0
7265,TMEM120B,0.1044739140142931,0
7266,OR8K3,0.1044680205995678,0
7267,WNK2,0.1044477991754935,0
7268,IFIT2,0.1044074543191882,0
7269,ATP5H,0.1043790429634692,0
7270,OR13C8,0.1043655214500983,0
7271,OR10G9,0.1043546915349776,0
7272,OR51T1,0.1043419641990832,0
7273,RS1,0.1042982674008863,0
7274,EVPL,0.1042950833585925,0
7275,E2F3,0.1042853198763263,0
7276,LRP4,0.1042668120258868,0
7277,OR8I2,0.1042500688980488,0
7278,MTPN,0.104219806873919,0
7279,SAMD9L,0.1042104986460337,0
7280,OR51A4,0.1041376819254053,0
7281,HDAC4,0.1041164685509554,0
7282,PAIP2B,0.1040740860240412,0
7283,SLC30A5,0.1040409013664524,0
7284,SUV420H2,0.1039899118085051,0
7285,HIST1H2AI,0.1039622552595137,0
7286,SPOPL,0.1039581805506081,0
7287,OR7A17,0.1039576369301898,0
7288,GBP2,0.1039430162316023,0
7289,PTPN9,0.10376877067034,0
7290,EFR3B,0.1037574924188245,0
7291,ZNF496,0.1037549847428125,0
7292,RIMBP3,0.1037208625610669,0
7293,PKMYT1,0.1037137139963483,0
7294,CNP,0.1037039909418507,0
7295,ARHGAP30,0.1036811147655662,0
7296,RBL2,0.1036131614623279,0
7297,COL4A3BP,0.1035541238722858,0
7298,PPP2R2D,0.1035382164839445,0
7299,SMARCA2,0.1035048876791512,0
7300,PURA,0.1034823165563944,0
7301,SLC25A22,0.1034762434280764,0
7302,C7orf55,0.1034664420625184,0
7303,COG8,0.1034372798678329,0
7304,SRL,0.1033663257485126,0
7305,PRR15,0.1033416513158077,0
7306,HIST1H4L,0.1033062843495322,0
7307,OR2T3,0.1032827513575889,0
7308,BLOC1S6,0.1032703908726958,0
7309,DAP,0.1032177140749818,0
7310,LONP1,0.1031821747758642,0
7311,BLOC1S3,0.1031266377950883,0
7312,RBM12,0.1031207120710648,0
7313,MTMR14,0.1031032208544724,0
7314,PBX3,0.1030792260609256,0
7315,MVB12A,0.1030405921533042,0
7316,TBC1D14,0.1030131493568168,0
7317,FBXO45,0.1029723452648663,0
7318,PFN2,0.1029700746424548,0
7319,EXOC3,0.1029605514907346,0
7320,HIST3H3,0.102941738947924,0
7321,ASH2L,0.1028759855304136,0
7322,PDILT,0.10277265929026,0
7323,OR2G3,0.1027347272439139,0
7326,STATH,0.102626757655875,0
7327,WEE2,0.1025778767637033,0
7328,SFRP4,0.1025735528459574,0
7329,PDE1B,0.102525922849724,0
7330,OPTN,0.1025126209370496,0
7331,MYH14,0.102495172260468,0
7332,SNF8,0.1024946523536042,0
7333,SYT5,0.1024873815033662,0
7334,TPD52,0.1024743168724443,0
7335,GPR35,0.1024191075490846,0
7336,SCAND1,0.1024055694105873,0
7337,ADAMTSL4,0.102390393796095,0
7338,CSNK2B,0.1023838023252925,0
7339,OR51A2,0.1023692838833735,0
7340,AGO4,0.1023424421331648,0
7341,OR1N1,0.1023228739657021,0
7342,PLIN3,0.1022957130982894,0
7343,OR6J1,0.1022748707583607,0
7344,SLC7A6,0.10223401161838,0
7345,DEFB103A,0.1021362755396433,0
7346,CAMTA2,0.1021170639685525,0
7347,GBP6,0.1020808116163944,0
7348,GNPDA1,0.1020781650842755,0
7349,BTN3A1,0.1020495912178891,0
7350,ZNF446,0.1020168329557713,0
7351,EMC1,0.1019861233691334,0
7352,CCT2,0.1019758666683788,0
7353,POLDIP2,0.1019043705352871,0
7354,BVES,0.101849937489422,0
7355,SPTBN2,0.1018496324425922,0
7356,RRAGB,0.1017943618295495,0
7357,DYRK1B,0.1017935355379392,0
7358,MT-ATP6,0.101777571854106,0
7359,S100PBP,0.1017131334972589,0
7360,GOPC,0.1016925258428672,0
7361,OR2B2,0.1016757622406381,0
7362,SCIN,0.1015947402523038,0
7363,FIBP,0.1015695915775211,0
7364,OASL,0.1014829666807162,0
7365,CHCHD4,0.1014703292718051,0
7366,BSND,0.1014698969645855,0
7367,HIST1H2AL,0.1014502344605117,0
7368,EXOC6,0.1014167280865906,0
7369,H1FOO,0.1013174271901089,0
7370,ZNF324B,0.1012002644152373,0
7371,MYLK2,0.1011843563353165,0
7372,ABCA2,0.1011622840364361,0
