,0,score,known
3115,PITPNB,0.3402223398626874,0
3116,NAPEPLD,0.3402030570249926,0
3117,DLL4,0.3401515164692052,0
3118,STBD1,0.3401176891366453,0
3119,EPHA8,0.3396901726196711,0
3120,INHBA,0.339614980000143,0
3121,TMEM129,0.338901017181641,0
3122,HYI,0.3388613649749006,0
3123,ME2,0.3387284120843911,0
3124,CHPF2,0.3386869291974096,0
3125,GYS1,0.3386865691160068,0
3126,TBC1D7,0.3385907600017155,0
3127,RALGAPB,0.3385583435509345,0
3128,TAS2R7,0.338495328804047,0
3129,ICAM4,0.3384279060304634,0
3130,DRD4,0.33826730414971,0
3131,FAF2,0.3382502843186836,0
3132,ZIM2,0.338165429678623,0
3133,ESRRG,0.337862169151311,0
3134,ADRA1D,0.3377373026241531,0
3135,GSN,0.3376420587472292,0
3136,FAH,0.3376268065251465,0
3137,DDX58,0.337580325884006,0
3139,ATP6V1G2,0.3374856409235051,0
3140,CDK5R1,0.3369928041277855,0
3141,HMBS,0.336971305108689,0
3142,AGPAT3,0.336909190160584,0
3143,CTSC,0.3365911927865767,0
3144,SCUBE2,0.3365156429157953,0
3145,OPTC,0.3363439630571121,0
3146,DLST,0.3362997572762885,0
3147,GRK5,0.3362639967817045,0
3148,ST14,0.3362345478480081,0
3149,USP8,0.3361969817504684,0
3150,APLP1,0.3361224472511894,0
3151,GPSM1,0.3360850539043183,0
3152,TTC38,0.3360320381763236,0
3153,ABLIM1,0.3359983103789867,0
3154,ONECUT1,0.3359386325500531,0
3155,TNFSF14,0.3357420867860186,0
3156,TTC9C,0.3356164280645096,0
3157,TBC1D10C,0.33554060013503,0
3158,ZKSCAN1,0.3355170109539126,0
3159,PLAA,0.3353926837773226,0
3160,SOX5,0.3352404668442243,0
3161,SPRED2,0.3352131285621242,0
3162,REPS1,0.3349970916061037,0
3163,NUMB,0.334986583741878,0
3164,CCM2,0.3348494415786564,0
3165,P2RY13,0.3348187927303066,0
3166,JAM2,0.3347347597865228,0
3167,NPB,0.3346506520712532,0
3168,TACR3,0.3344559756305624,0
3169,PPCS,0.3343449485716332,0
3170,AXL,0.3342040246778737,0
3171,PPP3R1,0.334159682259448,0
3172,KIR2DL1,0.3339121798645883,0
3173,DPYD,0.3338491517635961,0
3174,ASB3,0.3337891943715118,0
3175,CCL25,0.3337390061176908,0
3176,TRIO,0.3337236867185546,0
3177,SPTLC2,0.3336780735750643,0
3178,MAPKAPK3,0.3336614207042954,0
3179,MDH2,0.3336011923886852,0
3180,TAS2R46,0.333447191363037,0
3181,RASGRP2,0.3333482995338091,0
3182,GNRHR,0.333262628859521,0
3183,PYGM,0.3330035683654579,0
3184,H6PD,0.3329293617395247,0
3185,AP3B1,0.3329201713905126,0
3186,DNAJC4,0.332845261712705,0
3187,PLCB4,0.3327877096206531,0
3188,CGB7,0.3327523659135186,0
3189,CRTC3,0.332634224226498,0
3190,JTB,0.3326286707681046,0
3191,TGOLN2,0.332361354091585,0
3192,SH3PXD2B,0.3322236865287651,0
3193,ATP6V1G3,0.332101292461534,0
3194,FAR2,0.3320146363192086,0
3195,IGLL5,0.3319672349096715,0
3198,APLN,0.3317937536140078,0
3199,GAD2,0.3317732115800421,0
3200,PSG4,0.3316909800465902,0
3201,CHRM2,0.3316097900754807,0
3202,SOX13,0.3315998721488566,0
3203,CHGA,0.3315703469881045,0
3204,RIMKLB,0.3315085809155542,0
3205,TYROBP,0.3313738109947485,0
3206,PAX5,0.3313043551340046,0
3207,HGD,0.3312352561447478,0
3208,CRTC1,0.3311959674968392,0
3209,NEUROG3,0.3311547870970233,0
3210,KALRN,0.3311224663688277,0
3211,VAPB,0.3310928215402003,0
3212,PHKA1,0.3307702947937103,0
3213,UROC1,0.3307701726247017,0
3214,SKIL,0.3307031058874529,0
3215,CD4,0.3305821912610772,0
3216,PVALB,0.3305677597393234,0
3217,CDC123,0.3305296949989222,0
3218,MAT2B,0.3304398707565301,0
3220,KISS1,0.3303675276535997,0
3221,CEBPD,0.3303205544224941,0
3222,FERMT2,0.3302934474672634,0
3223,NPR1,0.330291873160597,0
3224,VAMP8,0.3301082026312936,0
3225,C6,0.3300931513897938,0
3226,KDSR,0.3300844218276804,0
3228,CYSLTR2,0.3297731060877549,0
3229,DLX1,0.3295897056277972,0
3230,TMCO1,0.329399741255918,0
3231,LCLAT1,0.3292450599633477,0
3232,USP6NL,0.3290270295151972,0
3233,CFP,0.3289669516986706,0
3234,RAB5C,0.3288924497697358,0
3235,EDEM1,0.3286250491801614,0
3236,PCSK2,0.3285772578787994,0
3237,APC2,0.3285519430477472,0
3238,NLRP9,0.3285401875609971,0
3239,AP1M1,0.3283405217785344,0
3240,HIST1H1E,0.3282965145637312,0
3241,DLL1,0.3282197797879856,0
3242,EDN2,0.3280985551026815,0
3243,ABCA7,0.3280635408090612,0
3244,MLN,0.3277802828055497,0
3245,RNASE7,0.3276512522945954,0
3246,F2RL1,0.3276082049634249,0
3247,NTN3,0.3274835466848786,0
3249,PVR,0.3235534394205036,0
3250,OGDHL,0.3235478578578832,0
3251,HS6ST2,0.3234965584483372,0
3252,CGN,0.323477236694271,0
3253,P2RY12,0.3234647868987211,0
3254,AMDHD1,0.323422709437607,0
3255,GALM,0.323367695090687,0
3256,TREM2,0.3232871394228642,0
3257,CBR4,0.323270538043462,0
3258,CCKAR,0.3231785369699985,0
3259,OPRL1,0.3231544927059295,0
3260,HGS,0.3228529393548672,0
3261,FAM132B,0.3228481256159385,0
3262,GRM4,0.3227918565654036,0
3263,SLC35F1,0.3227696449931712,0
3264,FLG,0.3226534216129618,0
3265,GNG2,0.322616574115197,0
3266,LTBP4,0.3222403961190369,0
3267,F2RL3,0.322165546751161,0
3268,PCSK5,0.3221009179688583,0
3269,MAML3,0.3220509767631982,0
3270,CD160,0.3220453798888724,0
3271,CD72,0.3220023068164824,0
3272,ATP11A,0.3218909376644143,0
3273,MB,0.321665060146382,0
3275,FAM175B,0.3211936684659705,0
3276,SAMD8,0.3210562181433972,0
3277,OTX2,0.3209993662804479,0
3278,SRD5A1,0.3208889701798006,0
3279,MAP4K2,0.3207812579586868,0
3280,EPHB4,0.3207029860892076,0
3281,PANK2,0.3205068765120195,0
3282,IFNL2,0.3203938971687868,0
3283,PIAS1,0.3203018126396467,0
3284,FOXH1,0.3199173724156925,0
3285,APH1B,0.3198973970688675,0
3286,VASP,0.3198663622749247,0
3287,PAX4,0.3198238451015168,0
3288,LTB4R2,0.3198043360936583,0
3289,LTB4R,0.3196502685083768,0
3290,C6orf57,0.319618788711186,0
3291,MAGI2,0.3196150162366398,0
3292,PITPNM1,0.3196024869970431,0
3293,DAB2,0.3195836116293753,0
3294,CXCL3,0.3195404166998,0
3295,ADORA1,0.319527611744333,0
3296,MED22,0.3194840098293802,0
3297,PRR5,0.3193638045010059,0
3298,ZNF454,0.3192173811003416,0
3300,P2RY6,0.3190542166489901,0
3301,PGAM5,0.3189197163125168,0
3302,PMVK,0.3188872123788298,0
3303,CCL16,0.3188287044846326,0
3304,PRKAG1,0.3187268676174056,0
3305,PRKAB2,0.3186075003749092,0
3306,PTAFR,0.3183559015021935,0
3307,ZMYM2,0.3182231556333469,0
3308,SORBS1,0.3182092284531383,0
3309,UST,0.318031986046579,0
3310,HABP2,0.3179868536480913,0
3312,TMPRSS4,0.3179148064002222,0
3313,TTLL12,0.3178066498152201,0
3314,CXCR5,0.317784532808109,0
3315,SOX4,0.31778167884287,0
3316,LDHC,0.3177531531846321,0
3317,PLCG1,0.3176863566793252,0
3318,UBASH3B,0.3176258003514466,0
3319,ATP6V0B,0.3176136808613899,0
3320,ATP4A,0.3176086995677723,0
3321,TBX18,0.3175193883191283,0
3322,MUT,0.3174917215790317,0
3323,SARM1,0.317434869119007,0
3324,BIRC7,0.3173611926820623,0
3325,TRPC1,0.31731040873614,0
3326,CD276,0.3170128637004372,0
3327,RNF128,0.3169554974513934,0
3328,PYY,0.3166611535966155,0
3330,PTH,0.3165550219729208,0
3331,TP63,0.3165299964645538,0
3332,GLUD2,0.3163168421016927,0
3333,ZEB2,0.3162148298989355,0
3334,MLX,0.3160562320974118,0
3335,MAP3K12,0.3159811570591133,0
3337,HSPB6,0.3157995763906934,0
3338,SLC25A37,0.3157281582431461,0
3339,MCAM,0.3156687799681636,0
3340,FOXP2,0.315623511050527,0
3341,SMO,0.3155587226725759,0
3342,PIM2,0.315555964422116,0
3343,JAM3,0.3154013216679486,0
3344,MICAL2,0.315244309566503,0
3345,GPR31,0.3152025926893707,0
3346,ATP6V0E2,0.3151705376810667,0
3347,GRM3,0.3151189685425339,0
3348,RAP1GAP2,0.3148217891404632,0
3349,NLN,0.3145269293733954,0
3350,TAS2R3,0.314384392609905,0
3351,LPXN,0.3143190368657241,0
3352,RASAL2,0.3141517686059331,0
3353,PAK3,0.3139393463388359,0
3354,DLX6,0.3137968686550273,0
3355,CXCL16,0.3137729643118561,0
3356,DCT,0.3135642956699691,0
3357,SCO1,0.3134672693699613,0
3358,SGMS2,0.3134511825807057,0
3359,CDCP1,0.3133871047882341,0
3360,SNX18,0.3133715639481897,0
3361,IDI2,0.3133600133491698,0
3362,SDSL,0.3132061072174724,0
3363,PSMD1,0.3131752850806832,0
3364,GPR55,0.3130758040126005,0
3365,PMEL,0.3130178417783524,0
3366,FLT3LG,0.3128284389351926,0
3367,GAD1,0.3127205064404041,0
3368,WDR72,0.3124854751984448,0
3369,EPAS1,0.3123743133137955,0
3370,EPDR1,0.3123572664448309,0
3371,FLRT1,0.3123359136259916,0
3372,CASP4,0.3122974394637317,0
3373,TAS1R2,0.3122556455279637,0
3374,JAG1,0.3121664012927572,0
3375,ATP6V0A2,0.311901592836709,0
3376,HEXA,0.3118873689104963,0
3377,CBLB,0.311855561266781,0
3378,HMGA2,0.3117095190086543,0
3379,MIXL1,0.3114289852621879,0
3380,BST1,0.3113549345663449,0
3381,APLNR,0.3112038908618187,0
3382,GPSM2,0.3111631234227556,0
3383,MED12L,0.3111468016606813,0
3384,UCHL3,0.3110647484542861,0
3385,TYRP1,0.3109905639290752,0
3386,PFKFB3,0.3109381455931386,0
3387,PVRL3,0.3108755151493317,0
3388,KLK13,0.3108032343035467,0
3389,PLA2G4D,0.3107591623998453,0
3391,HTR2A,0.3106061839302554,0
3392,ATP6V1C2,0.3105645468178003,0
3393,SLC12A8,0.3102550806661689,0
3394,DISP2,0.3101908098400028,0
3395,TAS2R41,0.3099883072483346,0
3396,SH3GL3,0.3099584725851957,0
3397,NFKBIL1,0.3099451963266884,0
3398,SCAF4,0.3099411635511317,0
3399,DMBT1,0.3098168049654669,0
3400,PROK2,0.3098107890435702,0
3401,MTAP,0.3095481913797782,0
3402,PTGDR2,0.3095463367143508,0
3403,ADRA1A,0.3095265324084902,0
3404,HLA-A,0.3093308923780893,0
3405,CLEC4C,0.3092869091928334,0
3407,SRD5A2,0.308911912171995,0
3408,SULF2,0.3088351381987462,0
3409,BRS3,0.3087063318440199,0
3410,ZFAND2B,0.308675586819727,0
3411,IL17RA,0.3085491458592226,0
3412,FPR3,0.3085208098291568,0
3413,GNB2L1,0.3083255912270451,0
3414,MYO18A,0.308227208926163,0
3415,THRSP,0.308112652172846,0
3416,EP300,0.3080769259320184,0
3417,CYSTM1,0.3080000088639146,0
3418,TOM1L1,0.3079957127200619,0
3419,CD207,0.3078427094940215,0
3420,TRPC5,0.3078287152665707,0
3421,GGPS1,0.3077783349990755,0
3422,PISD,0.3075298586348454,0
3423,LYRM2,0.3074084077636397,0
3424,GRM6,0.307375484151476,0
3425,ALAD,0.3073499719703252,0
3426,HCAR3,0.307186796449848,0
3427,CHST3,0.3071430502235083,0
3428,ZRANB2,0.307113873075674,0
3429,SMPD4,0.3071096150508386,0
3430,TAS2R50,0.3070492647909688,0
3431,NCSTN,0.3069802302843241,0
3432,GNG5,0.3067744488546,0
3433,TALDO1,0.3066666310208924,0
3434,GAST,0.3065396733504931,0
3435,TFE3,0.3058517868560173,0
3436,EFNB3,0.3058346441421357,0
3437,FLOT1,0.305770102295756,0
3438,TAS2R10,0.305748632087664,0
3439,ATP1A1,0.3057378497385601,0
3440,GALT,0.3055036218502819,0
3441,BCKDK,0.3054774356344346,0
3442,PGAM1,0.3054366625329007,0
3443,KIR2DL3,0.3053223871744437,0
3444,XCL2,0.3052938521798144,0
3445,TRAF4,0.3052563373775515,0
3446,ENPP7,0.3051970055302136,0
3447,AREG,0.3051617988957723,0
3448,TGFBR3,0.3051302166194842,0
3449,KISS1R,0.3049888068874632,0
3450,OPRK1,0.3049442110916556,0
3451,GCHFR,0.3048944393128017,0
3452,CHST13,0.3048797022608625,0
3453,MAGI3,0.3047809526389222,0
3454,NEUROG2,0.3047324922349241,0
3455,USP41,0.3047038082063905,0
3456,NKX2-3,0.3042952904251895,0
3457,NIPSNAP1,0.3042589666297061,0
3458,PAK2,0.3042507430107209,0
3459,PRSS58,0.304166617032138,0
3460,SLAMF7,0.304081084141861,0
3461,CXCL6,0.3040134977407803,0
3462,NPY1R,0.3038991534782494,0
3463,ZAP70,0.3038019500058228,0
3464,RASA3,0.3037522079013187,0
3465,TAS2R40,0.3037011942781672,0
3466,OPN4,0.3036940194946853,0
3467,EDN3,0.3036444125139098,0
3468,APH1A,0.3035833889908527,0
3469,GCK,0.3035630253406095,0
3470,CHST11,0.3034080179304026,0
3471,AMFR,0.303390780268077,0
3472,NMBR,0.3032679614621542,0
3473,SMCO1,0.303168745548307,0
3474,DPEP2,0.3031633535978577,0
3475,ASIP,0.3031622607912876,0
3476,CD300LB,0.3031596861514237,0
3477,NF1,0.3031413381545112,0
3478,KIRREL,0.3029724116699133,0
3479,TPD52L2,0.3028812882971951,0
3480,ZNF195,0.3028704374526577,0
3481,TNFRSF10D,0.3025992980164727,0
3482,CHPF,0.3024779459148031,0
3483,CDS1,0.3024059731137119,0
3484,STAP2,0.3022574621630539,0
3485,VGLL1,0.3021044632847077,0
3486,NAMPT,0.3020802435740748,0
3487,STARD6,0.3020357554331329,0
3488,PSORS1C1,0.3020032304373516,0
3489,CTDSP1,0.3017724403086959,0
3490,PDYN,0.3014075514278724,0
3491,TRHR,0.301391382921192,0
3492,IMPAD1,0.3013787228457137,0
3493,LBR,0.3012803550484624,0
3494,DRD2,0.3012221386622811,0
3495,ATP6AP2,0.3011230483200554,0
3496,NKX2-2,0.3009843299469047,0
3497,RIMKLA,0.3009651060932621,0
3498,ATP6V1B1,0.3008093722593851,0
3499,COL4A5,0.3007490356840548,0
3500,CBLC,0.3006427414233271,0
3501,FLAD1,0.300579400102938,0
3502,TAS2R8,0.3004568038009337,0
3504,ETNK1,0.3003783261464477,0
3505,COL4A4,0.300146576395322,0
3506,FAM20B,0.2999417277806901,0
3507,CSTB,0.2997493956813427,0
3508,RGS5,0.2995345157821689,0
3509,MATN4,0.2994808266834352,0
3510,CAMK1,0.2994669322541283,0
3511,FNBP1L,0.2991405065141614,0
3512,EPHA10,0.2989097660943077,0
3513,VCP,0.2988653672743881,0
3514,TFRC,0.2988563772770062,0
3515,LILRA5,0.2988562281801629,0
3516,LMOD1,0.2988337398423872,0
3517,RGS3,0.2987616913669274,0
3518,FERD3L,0.2987466347481788,0
3519,SIGLEC14,0.2986604982882127,0
3520,TRIM72,0.2986229547429112,0
3521,HIF1AN,0.2984651951513524,0
3522,RABIF,0.2984459610104474,0
3523,ATP6V0C,0.2983574085630494,0
3524,GUCY2C,0.2983103170948651,0
3525,ASRGL1,0.2982612505639981,0
3526,CERS2,0.2982509693177546,0
3527,CHRNA3,0.2981263353218497,0
3528,NKX6-1,0.2979990036952148,0
3529,ACYP2,0.2977956993579077,0
3530,ANO6,0.2977527421791356,0
3531,NTF3,0.2976927733071546,0
3532,MEN1,0.2975567862943606,0
3533,SEPN1,0.2974903912206836,0
3534,DOCK7,0.2974570798995838,0
3535,NCR2,0.297374306297364,0
3536,CARD18,0.2973455332743033,0
3537,CYB5B,0.2972767702194374,0
3538,PIK3R6,0.2971780897149832,0
3539,CDC37,0.2970022323890877,0
3540,OLIG2,0.296825362446773,0
3541,SSTR4,0.2968068267287956,0
3542,GREM1,0.2967948319096933,0
3543,GRAP,0.2964919399619204,0
3544,ACKR3,0.2964900458450046,0
3545,PLEKHA3,0.2964891202993988,0
3547,IQGAP2,0.2964157104200051,0
3549,SPINT2,0.2961761069902577,0
3550,EPS15,0.2961382631361906,0
3551,CD1A,0.2959930137581615,0
3552,LPPR4,0.2958684244000076,0
3553,PRDM16,0.2957984584594093,0
3554,GALR3,0.2956983369161097,0
3555,GID8,0.2956862818327985,0
3556,TNN,0.2956751745399335,0
3557,ERBB2IP,0.295607600471675,0
3558,CDA,0.2955638682925174,0
3559,CGB,0.2955363023928296,0
3560,CCL21,0.2954922522544898,0
3561,APOO,0.2954685767138777,0
3562,PPA1,0.2954342591280308,0
3563,TAS2R20,0.2954254142540258,0
3564,CTSZ,0.2954204063576482,0
3565,DENND1A,0.295055966909602,0
3566,PRKAG3,0.295011893624822,0
3567,BLNK,0.2948808951481984,0
3568,CERS3,0.2947525763590645,0
3569,NOTCH2,0.2947266324457726,0
3570,CHRM3,0.2946944605131547,0
3571,ENSG00000259112,0.2945164393679392,0
3572,CDS2,0.2943173857179298,0
3573,FADS6,0.2942860739042633,0
3574,SCNN1B,0.2942656208210306,0
3575,PRAMEF10,0.2942086891529403,0
3576,GNG10,0.2941752359530442,0
3577,ISM2,0.2941023187405877,0
3578,TXNDC5,0.2938794226586492,0
3579,MAFG,0.2937700688375426,0
3580,ADRA1B,0.2934816242459472,0
3582,CCND1,0.2933749156703588,0
3583,FSCN1,0.2933070138761018,0
3584,ASS1,0.2932338360781366,0
3585,C7,0.2930498799313751,0
3586,C10orf12,0.2930300118012355,0
3587,CYBRD1,0.2930224163470842,0
3588,PFKFB1,0.2930164810488664,0
3589,CEBPE,0.2929875844843839,0
3590,ADAM15,0.292983612086528,0
3591,MAML2,0.2928912672409241,0
3592,CPOX,0.2928416495254836,0
3593,NFYB,0.2928261249166557,0
3594,PDZK1,0.2926776549170231,0
3595,ATP6V0A1,0.2926769901332758,0
3596,IL36A,0.2926525239116896,0
3597,MGAT3,0.2924546116170938,0
3598,ITPR3,0.2924230703266864,0
3599,MTNR1B,0.292416954225137,0
3600,HTR5A,0.2923602683478412,0
3601,ADCY9,0.2922998340887312,0
3602,LDLRAP1,0.292263178904438,0
3603,RGS1,0.2921937228717328,0
3604,SLA,0.2920804450030327,0
3605,RAB5B,0.2919756017786263,0
3606,SH3BP2,0.2919205381175482,0
3607,SYT8,0.2918973631630753,0
3608,RANBP9,0.2915812641152867,0
3609,UBL7,0.2914889746436545,0
3610,CBFA2T3,0.2913882480252588,0
3611,CYP11B1,0.2913390198078495,0
3612,BACH2,0.2912648603348572,0
3613,HKDC1,0.2911756266285855,0
3614,CERS4,0.2910914590412431,0
3615,CSF3R,0.2909604865907153,0
3616,ANKRD52,0.2909406548407343,0
3617,HRH1,0.2908751738945476,0
3618,SELK,0.2908492862666459,0
3619,MARC1,0.2906850291520445,0
3620,GAPVD1,0.2904843108483514,0
3621,MLC1,0.2904492913930291,0
3622,NR6A1,0.2904448175873271,0
3623,MS4A6A,0.2902730860072616,0
3624,HABP4,0.2901777065179084,0
3625,NES,0.2901768248679319,0
3626,MAMLD1,0.2901230959902376,0
3627,ODAM,0.2901091592204796,0
3628,PHKG1,0.2900634112148766,0
3629,COL5A1,0.2900566838658885,0
3630,PRKAG2,0.289854109412571,0
3631,OXGR1,0.2897974358755581,0
3632,SUGP2,0.289729586145168,0
3633,PDK3,0.2893859492845411,0
3634,SELT,0.289219074223734,0
3635,HTR2B,0.2891922537717547,0
3636,LOC93432,0.2891581219638232,0
3637,NEFH,0.2889566642113373,0
3638,ENSG00000064489,0.2888100633060849,0
3639,PRKAR2B,0.2886038738255857,0
3640,PDLIM2,0.2885933170623774,0
3641,GRPR,0.28839729222609,0
3642,CORO1B,0.2882329525289515,0
3643,OTC,0.2880647764204392,0
3644,PTPN23,0.2878901343046742,0
3646,HES1,0.2877932563488528,0
3647,MESP2,0.2877913264651058,0
3648,FNBP1,0.2877734000425723,0
3649,LAMC2,0.2875232507053049,0
3650,IRF3,0.2872196494565453,0
3651,SCO2,0.2871654427975729,0
3652,MYRIP,0.2869992856443276,0
3653,NPHS2,0.286939102407615,0
3654,SDS,0.2869374342106245,0
3655,ENSG00000114786,0.28680947961124,0
3656,KCNJ11,0.2867612596971165,0
3657,SH3KBP1,0.286730029747065,0
3658,BCAS3,0.2867275132201213,0
3659,PARD3B,0.2867179932474267,0
3660,DTX2,0.2864400357292316,0
3661,HSP90AA1,0.286210266145736,0
3662,NPFFR1,0.2861590850040321,0
3663,SVIP,0.2861568754433256,0
3664,NTF4,0.2861114803658212,0
3665,RAPSN,0.285905149029197,0
3666,CEP85,0.285812968123238,0
3667,COL6A6,0.285734399670685,0
3668,CDHR1,0.2857065785969133,0
3669,IRGM,0.2855495065886639,0
3670,DGKG,0.2854150312341736,0
3671,DERA,0.2853565800628201,0
3672,GNA13,0.2853167578200212,0
3673,LAT2,0.2851692318015347,0
3674,USP34,0.2850330447988593,0
3675,SSTR5,0.2849880340552263,0
3676,ESYT2,0.2849765421950771,0
3677,GPSM3,0.2849400681323323,0
3678,CALB2,0.2848636400852726,0
3680,L1CAM,0.2846932504225232,0
3681,DTX1,0.2846916559780341,0
3682,MUSK,0.2846694443137056,0
3683,TCF7L1,0.2845531299182801,0
3684,GRP,0.2844167715347372,0
3685,WASL,0.2842888860918143,0
3686,IDH3A,0.2841986068652364,0
3687,LPPR3,0.2841673899419752,0
3688,ZFYVE1,0.2840827768846796,0
3689,RUFY1,0.2839870286689775,0
3690,PTGER3,0.2838955127560269,0
3691,MEP1B,0.2838546423451407,0
3692,ELOVL7,0.2837870872700447,0
3693,LAMB3,0.2836794732036283,0
3694,RAB8B,0.2836687996261781,0
3695,EPHB6,0.2836190424407729,0
3696,NEFL,0.2836170744691875,0
3697,PTP4A3,0.2835629732180312,0
3698,CXCR6,0.2833524214017979,0
3699,KLF5,0.2832351048989789,0
3700,ABL1,0.2831775868276981,0
3701,CSGALNACT2,0.2831239137622926,0
3702,CA4,0.2831003622679253,0
3703,BATF3,0.2830725443634894,0
3704,MYB,0.2830694144308572,0
3705,OPLAH,0.2829616772164032,0
3706,GPR183,0.2829439447507927,0
3707,WDR27,0.2829410179148278,0
3708,CDK19,0.2827797401757022,0
3709,TAS2R13,0.282686666291969,0
3710,TP73,0.2825381796752532,0
3711,SLAMF6,0.2824953811138139,0
3712,WWP1,0.2824886844967472,0
3713,HLA-DRA,0.282411383362634,0
3714,FXN,0.2822988727744266,0
3715,FETUB,0.2822703821855415,0
3716,ZNF706,0.2822701910922249,0
3717,REG3A,0.2822388242421406,0
3718,LRRFIP1,0.2822265637993213,0
3719,ZAK,0.2821142797802746,0
3720,T,0.2820771930619155,0
3721,MKRN2,0.2820333435072366,0
3722,CAMK2A,0.2818079862781591,0
3723,FCRLA,0.2817658752850362,0
3724,EPCAM,0.2817249556648944,0
3725,DRD3,0.2816458947178137,0
3726,TNS1,0.2815904520166364,0
3727,CNR2,0.2815890657314843,0
3728,MAPKAP1,0.2815157148035852,0
3729,KLK3,0.2815025166345626,0
3730,HTR1F,0.2812716152949072,0
3731,TRIL,0.2812398588978608,0
3732,ADCY8,0.2811850113102926,0
3733,UFC1,0.2811437735781033,0
3734,GPR61,0.2810871650167319,0
3735,QRFP,0.2810834312836484,0
3736,NDUFC2,0.2810589183508597,0
3737,UNC5D,0.2810556333631171,0
3738,SPTSSA,0.2810059754489185,0
3739,MPV17L,0.2809702436415197,0
3740,LYPLA2,0.2805369851020161,0
3741,AHSA1,0.2804082552576277,0
3742,RXFP3,0.2803995555548922,0
3743,PPID,0.2802310659636644,0
3744,ACTR10,0.280191778159412,0
3745,PTGFR,0.2801452002475751,0
3746,FIS1,0.2801194644102415,0
3747,NRD1,0.2800850854611614,0
3748,UCMA,0.2800414349376923,0
3749,DOK4,0.2800041949528606,0
3750,NPS,0.2799131908593406,0
3751,GDF3,0.2798605995636515,0
3752,SYT11,0.279755894699438,0
3753,DNM3,0.2794201438990709,0
3754,FOSB,0.2793762453656801,0
3755,KDM5B,0.2793083844348643,0
3756,LAG3,0.2792633276016813,0
3757,GDF7,0.2789396351212372,0
3758,SPRED1,0.2788653409666972,0
3759,PACSIN3,0.2787346179535823,0
3760,PLCE1,0.2784631973169411,0
3761,VTI1B,0.2783393714884605,0
3762,PLEKHA8,0.2782664539942767,0
3764,LAT,0.2782267997961364,0
3765,HSF1,0.2781926470193656,0
3766,CHRNA1,0.2781600938800816,0
3767,PVRL4,0.2781438093410277,0
3768,LAMA3,0.2779594376738127,0
3769,CNNM3,0.2778986961311782,0
3770,CA1,0.2778391266186292,0
3771,GFI1,0.2778000409687023,0
3772,ITPKA,0.2775907499169329,0
3773,PSG9,0.2775789545914287,0
3774,SLC4A4,0.2775575289510756,0
3775,FAM3C,0.2773240858107998,0
3776,AASDH,0.2772189040510193,0
3777,WNT1,0.2771561512321735,0
3778,ADCY1,0.2768525112731361,0
3779,ACAP1,0.2768420971113713,0
3780,HMGA1,0.2768042534728339,0
3781,TSC22D3,0.2767496973789908,0
3782,LGALS8,0.2764643831937506,0
3783,FAM199X,0.2764634946519507,0
3784,LIPT1,0.2763636204592673,0
3785,S100A11,0.2762777703660636,0
3786,PTRH2,0.2760460785004818,0
3787,SEPW1,0.2760239784402084,0
3788,CD68,0.2760104073108221,0
3789,HCLS1,0.2758535940551202,0
3790,TPI1,0.2757677247387949,0
3791,ADCY7,0.2755701385991547,0
3792,CAMK2B,0.2754761858924383,0
3793,ENO3,0.2753614711785965,0
3794,LZTR1,0.2753316995962245,0
3795,UBE4B,0.2753001720174929,0
3796,PCYT2,0.2751493763091971,0
3797,ACTA2,0.2751396200872142,0
3798,DFFB,0.275034700001896,0
3799,PNOC,0.2749047071791475,0
3800,ETV4,0.2748754982039626,0
3802,ITGA7,0.2747453516139979,0
3803,SPTAN1,0.2744074125597975,0
3804,GAL,0.2743877621369017,0
3805,AMPH,0.2743710236557362,0
3806,FZD4,0.2743443938004181,0
3807,FCN3,0.2741782071557157,0
3808,D2HGDH,0.2741498649594827,0
3809,VRK3,0.274100435678811,0
3811,TNFAIP8,0.2738903876771525,0
3812,GNB5,0.2737872454964241,0
3813,TMPRSS15,0.2737677010403724,0
3814,GNLY,0.2736727704486346,0
3815,FAM120B,0.2736431330513586,0
3816,AP2M1,0.2735461355870338,0
3817,BCHE,0.2735110587124943,0
3818,MAFK,0.2733192696293439,0
3819,NTN1,0.2732916219103011,0
3820,WTIP,0.2732293108055055,0
3821,TMSB10,0.2731986840492082,0
3822,HEBP1,0.2731887559995271,0
3823,RNF139,0.2731636019746434,0
3824,GALE,0.273066631350282,0
3825,NEU2,0.2730579381811586,0
3826,TAS2R31,0.2729732203817591,0
3827,CHRNE,0.2728515305471239,0
3828,ROCK2,0.2728260783275526,0
3829,SH3GL1,0.2727830261369696,0
3830,UBR4,0.2727600542061155,0
3831,TEC,0.2727451042803067,0
3832,P2RX7,0.2727382873153998,0
3833,KAL1,0.272736800799661,0
3834,DERL3,0.2727052695001293,0
3835,WASF1,0.2726668300047631,0
3836,FTL,0.272601907020767,0
3838,CCR10,0.2724523261013768,0
3839,CAPN6,0.2724106480907013,0
3840,CCR9,0.2722751677671505,0
3841,PINK1,0.2722653331956975,0
3842,COLEC10,0.2722410400016369,0
3843,GIPC1,0.2722090949016603,0
3844,WDR20,0.2721269787092319,0
3845,CDC42,0.2719503954687086,0
3846,CHID1,0.2719495510068838,0
3847,BARX1,0.2718066263467346,0
3848,NPBWR2,0.2717882969994282,0
3849,CCL28,0.271767471357503,0
3850,WNT5A,0.2716498305116805,0
