,precision,recall,f1-score,support
0,0.9577025823686554,0.7565951459725642,0.8453527215562978,2843.0
1,0.23535911602209944,0.6915584415584416,0.35119538334707334,308.0
accuracy,0.7502380196762932,0.7502380196762932,0.7502380196762932,0.7502380196762932
macro avg,0.5965308491953774,0.7240767937655028,0.5982740524516856,3151.0
weighted avg,0.8870958582700392,0.7502380196762932,0.7970504492083318,3151.0
