,precision,recall,f1-score,support
0,0.998320738874895,0.836440379880408,0.9102392344497607,2843.0
1,0.0189873417721519,0.6923076923076923,0.036960985626283374,13.0
accuracy,0.8357843137254902,0.8357843137254902,0.8357843137254902,0.8357843137254902
macro avg,0.5086540403235235,0.7643740360940501,0.47360011003802205,2856.0
weighted avg,0.9938629888180549,0.8357843137254902,0.9062642284152,2856.0
