,precision,recall,f1-score,support
0,0.5530546623794212,0.86,0.6731898238747553,200.0
1,0.8578680203045685,0.5487012987012987,0.6693069306930693,308.0
accuracy,0.6712598425196851,0.6712598425196851,0.6712598425196851,0.6712598425196851
macro avg,0.7054613413419949,0.7043506493506493,0.6712483772839124,508.0
weighted avg,0.73786276127892,0.6712598425196851,0.6708356287960954,508.0
