,precision,recall,f1-score,support
0,0.9496587030716723,0.7829757298628209,0.8582995951417004,2843.0
1,0.23543990086741015,0.6168831168831169,0.34080717488789236,308.0
accuracy,0.7667407172326246,0.7667407172326246,0.7667407172326246,0.7667407172326246
macro avg,0.5925493019695413,0.6999294233729689,0.5995533850147964,3151.0
weighted avg,0.8798461384639564,0.7667407172326246,0.8077163944313948,3151.0
