Gene,5,6,Fold change NASH (6)/chow (5)
Tgfbr2,0.210429899,0.879432781,4.179219701
Chrna2,0.049966375,0.206787895,4.138541055
Slc5a6,0.149062539,0.616803155,4.137881707
Hist3h2a,0.082683688,0.334100565,4.040707115
Gys2,1.908737392,7.681505697,4.024391061
Tlr12,0.098402359,0.394292206,4.006938538
Mme,0.276760432,1.106691799,3.998735633
Oat,9.529262168,37.81148823,3.967934512
Abcg5,0.636237842,2.519448842,3.959916679
Acot11,0.127927719,0.506248695,3.957302595
Gpc1,0.333351578,1.318340514,3.954805082
Vnn1,0.619031521,2.445318268,3.950232233
Tk1,0.144463155,0.567275607,3.926784005
Tmem28,0.068268291,0.266811479,3.908278255
Per2,0.170202507,0.663580976,3.898773215
Ehhadh,3.867136208,15.01646506,3.883097013
Hamp2,0.400244845,1.540794231,3.84962917
Cdk1,0.031594302,0.120222122,3.805183741
Acss3,0.1949826,0.7362992,3.776230295
6430573F11Rik,0.039539036,0.148366216,3.75239842
Spc24,0.191717163,0.718644524,3.748462115
Slc22a3,0.039179768,0.146041702,3.727477468
Naaladl2,0.104248703,0.38238621,3.668018877
Cyp2c37,2.211258812,8.057648058,3.643919026
Rnf145,0.233238504,0.823306428,3.529890706
Ces1d,2.836501518,10.00905169,3.52866079
Gm45051,0.129016567,0.44975586,3.486031842
Nmrk1,0.50593847,1.745877048,3.450769514
Sult1c2,0.03677015,0.126646207,3.444266825
P2ry1,0.14267897,0.483943933,3.391837855
Hsd3b2,0.365570609,1.231595804,3.368968331
Mertk,0.097245502,0.324449686,3.336397893
Rhbg,0.130085019,0.432301403,3.323222049
Gstm2,0.373474881,1.240437306,3.321340652
Tpm2,0.072946809,0.238007352,3.262752086
Gas7,0.05286118,0.169979895,3.215590269
Por,3.831201744,12.31125081,3.21341752
Slc13a3,0.216034043,0.69285792,3.20717008
Marveld1,0.361372068,1.153749462,3.19269131
Lor,0.031635409,0.100609148,3.180270151
Lhpp,0.31974094,0.994614443,3.110688437
Adam11,0.142082909,0.441003153,3.103843776
Moxd1,0.195912853,0.60685016,3.097551545
Spry4,0.105338234,0.32538538,3.088957984
Lonrf1,0.164838543,0.506482672,3.072598579
Olig1,0.057960276,0.177844788,3.068390951
Cpsf4l,0.071576983,0.219325219,3.064186416
Car14,0.726712087,2.218952334,3.053413278
Mgll,3.681399772,11.1279618,3.022752891
Gstt3,0.404739241,1.221467167,3.017911392
Cntnap1,0.058139613,0.175425422,3.017313191
Plin4,0.098399598,0.295359633,3.001634554
Hpgd,0.899779719,2.671393527,2.9689417
Tef,1.217070333,3.602904722,2.960309381
Bmf,0.089521638,0.263071939,2.938640812
Macrod1,0.652298967,1.913351239,2.933242785
Acsl1,19.48692822,57.10615432,2.930485178
Ccdc151,0.075427078,0.220882601,2.928425783
Dct,0.199798408,0.581045241,2.908157515
Lad1,0.060944309,0.176774513,2.900591007
Slc16a7,0.824403655,2.388095639,2.896755277
Mcm2,0.051059816,0.147648739,2.891681786
Pdilt,0.092662598,0.26720434,2.883626686
Ifit3,0.093082108,0.268061963,2.879844145
Aqp4,0.415060499,1.194636618,2.878222866
Fabp2,3.459257769,9.926448892,2.86953143
Sult1d1,2.392016922,6.814181945,2.848718119
Tox,0.093625282,0.266359459,2.844952287
Fzd8,0.191703699,0.544076422,2.838111235
Hsd17b11,2.963687384,8.36818455,2.823571945
Bcl6,0.436262043,1.228422524,2.815790517
Retsat,6.558476188,18.44018361,2.811656714
Banp,0.217113927,0.604344741,2.783537429
Fam13a,0.322670988,0.894721041,2.772858651
Gm12909,0.16616023,0.455711739,2.74260416
Dsg1c,0.100693378,0.275042647,2.731486955
Rdm1,0.120006267,0.327262121,2.727041927
Pmm1,0.050667442,0.138056362,2.724754912
Rarres1,2.342640364,6.370707864,2.719456201
Cyp2c38,0.239323268,0.650264745,2.717097882
Sord,16.24816416,44.11013707,2.714776674
Glrx,1.030425507,2.796719472,2.714140377
Slco1a4,0.382447978,1.03041211,2.694254298
Cyp4a31,0.221098408,0.59530147,2.692472895
Lipg,0.104762028,0.281837331,2.690262262
Lgr5,0.108475567,0.291710905,2.689185348
Uap1l1,0.064806269,0.174076241,2.686101903
G0s2,4.731616833,12.67243325,2.678245873
Ten1,0.070214404,0.187738045,2.673782514
Snhg11,0.084766776,0.225797439,2.663749293
Zfp992,0.115690472,0.306414504,2.648571642
Slc2a5,0.174878661,0.463096204,2.648100119
Rnf152,0.742644762,1.962370955,2.642408667
Col27a1,0.413507768,1.090547672,2.63730879
Abcd1,0.357358161,0.939901947,2.63013987
Tmem189,0.377897411,0.988371336,2.615448813
Ccnd1,0.588045987,1.537831013,2.615154336
Gm32063,0.061959434,0.161090793,2.599939697
Hnf4aos,0.128378229,0.333714503,2.599463369
Slc17a4,0.497686921,1.292929879,2.597877949
9130409I23Rik,0.089317833,0.231331323,2.589979115
Bhlhe41,0.13742161,0.355502372,2.586946639
Gm40770,0.101461958,0.261778774,2.580068222
Fzd4,0.427043174,1.101264222,2.578812374
Nr1i3,1.521997534,3.923375153,2.577780229
Afmid,0.098438967,0.253557743,2.575786303
Cyp2c40,0.08705052,0.223862034,2.571633519
2010003K11Rik,0.885508157,2.272852687,2.566721345
C920021L13Rik,0.098035946,0.250717226,2.557401012
A730063M14Rik,0.044572502,0.113984104,2.557274077
Mettl2,0.074379263,0.190195541,2.557104413
Serpina7,1.443674466,3.688281204,2.554787308
Lmnb1,0.072693901,0.184153794,2.533277087
Pdxk,0.774236333,1.957442352,2.52822332
Abhd6,0.486722769,1.230220687,2.52755935
Sox12,0.1166772,0.293305001,2.513815908
Fam53b,0.160593867,0.403651431,2.513492198
Pltp,0.085410336,0.213596006,2.500821532
Igfbp2,6.300564394,15.65874073,2.485291754
Etnppl,1.658021422,4.118167229,2.483784089
Tagln2,0.135474946,0.336215248,2.48175222
Gas1,0.297449143,0.737917602,2.480819395
Gnpda1,0.306605051,0.760366068,2.479952841
Grem2,0.331848507,0.822233696,2.477738123
Car2,0.10522031,0.25959165,2.467124937
Abca8a,1.316818612,3.240057813,2.460519455
Nt5dc2,0.086467055,0.212642248,2.459228506
Tmtc2,0.176918321,0.4340583,2.453438959
Pparg,0.083852183,0.205652458,2.45255938
Ppara,1.660965889,4.052676906,2.439951917
Atp23,0.097044732,0.236452262,2.436528561
Nim1k,0.069852919,0.169087925,2.420627924
Hsd3b3,2.607752007,6.302456002,2.416815704
BC051226,0.093266067,0.225222101,2.414834342
Impa2,0.098459922,0.23765346,2.413707581
Miga2,1.041111504,2.506099259,2.407138187
Akr1d1,3.059690481,7.360952411,2.405783349
Slc25a48,0.295990882,0.711686718,2.40442109
Ces2e,3.409871805,8.196173502,2.403660304
Pctp,1.583117416,3.789393516,2.393627585
Sucnr1,0.602994045,1.440381216,2.388715489
Pah,15.7094412,37.44601102,2.383662827
Ngef,0.238186755,0.567419214,2.382245037
Glt1d1,0.340741954,0.811026885,2.38017912
Extl1,0.116307643,0.276227148,2.37496987
Esrra,0.503089243,1.191007599,2.367388323
Lgals1,0.486133737,1.149122435,2.363798987
B4galt5,0.812181352,1.917336932,2.360725134
Cluap1,0.105138472,0.247921612,2.358048468
Rnf186,0.169179229,0.398751451,2.356976404
Acyp2,0.059891126,0.140672583,2.348805102
Gm28578,0.179910392,0.422492752,2.348351014
Fmo1,2.193387865,5.133529947,2.340456984
Noct,0.54837447,1.281643512,2.337168456
Smpd3,0.182546946,0.425461195,2.330694673
Zbtb11os1,0.173480078,0.403103792,2.323631606
Fam126b,1.424066048,3.30443622,2.320423428
Gm42418,38.41642183,89.10022093,2.319326389
Ephx2,15.34711643,35.39189978,2.306094434
Gstt2,0.625651524,1.441648855,2.304236143
Dnajc17,0.044942893,0.10354284,2.303875698
Mcrip2,1.318644679,3.035384516,2.301897216
Fam102a,0.440160029,1.009443528,2.293355739
Cep250,0.087999588,0.200361169,2.276842122
Egln3,0.249867893,0.568227786,2.274112848
Ppl,0.264861736,0.601909228,2.272541273
Fmo5,14.59877218,33.12012011,2.268692169
Cdk6,0.564488859,1.278195627,2.264341637
Gm17634,0.465053816,1.050359668,2.258576602
Fitm2,1.180017553,2.661471154,2.255450478
Celf2,0.800361759,1.804681064,2.254831697
Ak2,5.96506578,13.42525256,2.250646188
Idh2,1.463939757,3.28249541,2.242233941
Pbld2,2.891663451,6.48249533,2.241787621
Tppp,0.171916068,0.384959106,2.239227023
Cyp1a2,5.21367282,11.65589758,2.235640398
Ccdc130,0.090824459,0.202808055,2.232967381
Slc17a8,0.303342034,0.676032795,2.228615623
Srxn1,0.843545153,1.87595782,2.223897337
Lars2,2.179703393,4.845568396,2.22304026
Axin2,0.079381503,0.176420428,2.22243748
Smim4,0.840969707,1.862000182,2.214110887
Gm8797,0.066068305,0.146227768,2.213281667
Ugp2,7.468777849,16.53022352,2.213243431
Kdsr,0.816936484,1.798513769,2.201534395
Zfp710,0.111963503,0.246426847,2.200956934
Scarf1,0.071355252,0.156755462,2.196831459
Mfsd2a,1.872683339,4.105950483,2.192549268
Pex26,0.463965509,1.016738066,2.19140873
Exd1,0.078145227,0.170845596,2.186257602
Cdca3,0.05891081,0.128616722,2.183244849
Gm30931,0.051324655,0.112034503,2.182859327
Slc2a1,0.123238354,0.268183392,2.176135783
Gmnn,0.172843254,0.375761354,2.174000701
Enpp2,2.283858835,4.963713354,2.173388862
Cyp2d22,3.412057462,7.402997413,2.169657895
Ddah1,3.344147186,7.247523343,2.167226184
Tdrp,0.289645519,0.627572185,2.166690467
Pvt1,0.046236414,0.100160161,2.166261462
Abcg8,1.27051986,2.741010475,2.157392861
E030018B13Rik,0.086498399,0.186295528,2.153745382
Tbc1d31,0.167516355,0.360600516,2.152628709
Srm,0.877749667,1.886546748,2.149299303
Tbc1d16,0.316252326,0.678084026,2.144123439
Wipf3,0.169677532,0.363571383,2.142719663
Rnf43,0.166210294,0.356115686,2.142560957
Acot4,0.873163544,1.866938943,2.138132033
Crim1,0.316044203,0.675148269,2.136246328
Rorc,0.370643425,0.790159009,2.13185762
Gsta4,0.479336896,1.021846292,2.131791442
Coq10b,1.072884581,2.285603829,2.130335237
Ugt2b1,7.889521585,16.76453364,2.124911309
Nr2f2,1.360787377,2.886153864,2.120944031
Polg2,0.117903856,0.249521201,2.116310771
Gm5524,0.412244483,0.871796323,2.114755585
Cyp2e1,39.90455125,84.32790896,2.113240378
C920006O11Rik,0.080268488,0.169592968,2.112821265
Hnf1aos1,0.321557731,0.679305089,2.112544725
Cib2,0.124945737,0.263679425,2.110351513
Gpcpd1,2.126465969,4.486743367,2.109953055
Cpeb1,0.095129812,0.200692388,2.109668724
5031439G07Rik,0.465921019,0.979229482,2.101707033
Mettl7a1,3.22937088,6.781082363,2.099815294
Epb41l4aos,0.467023261,0.979209459,2.096703828
Srd5a1,2.001776866,4.194881267,2.095578851
Pdzrn3,0.124748615,0.261351005,2.09502129
Ephx1,1.989951781,4.16877026,2.094910188
Tbx3os1,0.105706976,0.22107183,2.091364617
Adora1,0.433189861,0.905496602,2.090299621
Fam214a,1.162249396,2.427850111,2.088923531
Aqp11,1.742582638,3.639375197,2.088495041
Rhobtb2,0.167797421,0.350428023,2.088399336
Unc119,0.145936604,0.303142409,2.077219841
Sh2b3,0.226674217,0.470848896,2.077205352
Cyp2c54,3.843761981,7.982704814,2.076794779
Ppm1k,2.288981816,4.734703537,2.068475819
Bnip3,5.523226309,11.41209353,2.066200602
Cyp3a59,0.43351007,0.892860208,2.059606614
Aspa,0.379929436,0.782137902,2.058639918
Dusp28,0.240311058,0.493950173,2.055461684
Itpripl1,0.169027006,0.346534256,2.050170946
Ugt2b37,0.14646491,0.300214077,2.0497338
Susd4,0.239603178,0.490275666,2.046198509
Sult1b1,0.867929512,1.775420595,2.045581548
Nampt,2.052516177,4.196614506,2.044619455
Dhtkd1,0.859741099,1.753249512,2.039276142
Tbkbp1,0.112329192,0.22903882,2.038996408
Phf7,0.1644797,0.335291215,2.038496025
Cgref1,0.070932609,0.144429376,2.036149225
Gm4737,0.206067319,0.419437446,2.035438945
Edc3,0.306897277,0.624215553,2.033955985
Mtrr,0.101336558,0.20611173,2.033932623
Rgs16,0.322658025,0.654232846,2.027635442
Lect2,2.105828449,4.258714449,2.022346336
Npr2,0.295631471,0.594679547,2.011556972
Stx2,0.179558495,0.360583089,2.008165024
Mtg1,0.235535382,0.472404601,2.005662996
Acad10,0.317289955,0.635634227,2.00332288
Tmem87a,0.091288476,0.182786964,2.00230053
Hpd,28.95381341,57.91685354,2.00031867
Abat,5.419228029,10.83965168,2.000220626
Tsku,0.782734104,1.565046232,1.999460894
Sfxn5,0.540341396,1.077318157,1.99377313
Gm17586,0.172481578,0.343694355,1.992643847
Nat8f5,0.23296581,0.464035622,1.99186147
Slc19a1,0.155336071,0.309317239,1.991277611
Cyp4a12a,5.680208767,11.29810392,1.989029697
Pbx1,0.660452524,1.31299142,1.988017869
Gstt1,5.58360764,11.09417057,1.986918009
Acot12,2.145512889,4.259613424,1.985359046
Stmn1,0.243983201,0.484076723,1.984057597
Gstm1,20.48397587,40.55636759,1.979907018
Car5a,0.820484308,1.622044904,1.976935924
Asrgl1,0.255446592,0.504593787,1.975339669
Gpat4,3.225082677,6.367289703,1.974302782
Mfsd4b1,1.109146191,2.186605925,1.971431668
Pdk2,1.290564686,2.540600617,1.968596107
Pcp4l1,0.053415224,0.105152054,1.968578364
1700037H04Rik,0.079029259,0.155126956,1.962905354
Tmem268,0.153261972,0.300815438,1.962753284
Crygn,0.079239457,0.155148928,1.957975647
Zfyve21,0.915426765,1.788607272,1.953850751
Notum,0.343423091,0.670891087,1.953540995
Hlf,1.970862068,3.845211081,1.951030031
Coa6,1.377275023,2.686552409,1.95062886
Adssl1,0.40106186,0.782294158,1.950557348
Cyp2c50,12.55391586,24.48432685,1.950333835
Kctd2,0.468220973,0.913134063,1.950220334
0610009O20Rik,0.530672918,1.034841022,1.950054328
Eci1,2.874428998,5.603031691,1.949267731
Gm19950,0.707774128,1.375899357,1.943980857
Trpt1,0.055050457,0.106991638,1.94351953
Sec22c,0.338795513,0.657787463,1.941547153
Odf3b,0.215525864,0.418301807,1.94084273
Cyp2c23,8.65960725,16.78209259,1.937973872
Pnpla2,2.143279128,4.144194058,1.933576455
Fam185a,0.116836777,0.225668774,1.931487502
Slc27a2,12.76920793,24.63034104,1.92888558
Arrdc3,3.52251922,6.787453903,1.926874909
Tmsb4x,0.191367525,0.368276468,1.924445998
Ces1e,1.82205322,3.503099907,1.922611189
Hsd17b10,2.839241489,5.456431786,1.921792073
Cdk18,0.713062944,1.369243709,1.920228392
C730036E19Rik,0.163622143,0.314085473,1.919578046
Fbxo21,1.526860825,2.927531756,1.917353375
Pde4a,0.115233113,0.220848285,1.916534917
Lgals4,0.226883788,0.434822992,1.91650093
Zc3h8,0.130128101,0.24930262,1.915824621
Slc25a10,3.864788746,7.38766356,1.911531017
Txnip,1.140916876,2.18004959,1.910787399
Vps51,0.09037905,0.172655598,1.910349766
Mup17,123.6874429,235.9573976,1.907690805
Akr1c14,5.356613236,10.21684206,1.907332416
Hist2h3c2,0.143828121,0.273730199,1.903175798
Cpox,5.523201712,10.4770722,1.896920075
Slc25a20,2.972708871,5.632971333,1.894895053
5033406O09Rik,0.195569607,0.370094427,1.892392348
Haus4,0.301710988,0.569693004,1.888207677
Rrm2,0.159124354,0.300408129,1.887882786
Ccdc34,0.096566907,0.1821383,1.886135799
Tmem186,0.268494529,0.50618929,1.88528717
Syde2,0.149122267,0.280333651,1.879891288
Ces1f,6.24168515,11.73212842,1.879641176
Akr1c20,1.651438293,3.100071496,1.877194873
Cyp4f15,1.920601785,3.601688677,1.875291747
Alas1,4.353396622,8.155046092,1.873260536
Plin5,1.436395724,2.687636234,1.871097351
Chpt1,9.098018244,17.02240238,1.871001127
Rgn,20.2535951,37.85495785,1.869048812
Ufsp1,0.101521166,0.189716508,1.868738457
Tcf7l1,0.264440571,0.493923692,1.86780603
Acat1,7.208360669,13.44159238,1.864722507
Abcc3,1.142053187,2.127140481,1.862558158
Cbx8,0.144908588,0.269583968,1.860372606
Notch1,0.143762841,0.267415639,1.860116545
Dgkh,0.080000144,0.148640793,1.858006561
Tmem98,0.074754279,0.138565587,1.853614126
Rhoq,0.293364749,0.543764381,1.853543697
Slc37a4,3.14641135,5.8204037,1.849854661
Gm39469,0.114651683,0.212037845,1.849408929
Tbx3,0.619857334,1.14547082,1.847958807
Heatr6,0.308904394,0.570492685,1.846826063
Ppargc1b,0.161319977,0.297426595,1.843705913
Kremen1,0.228288887,0.420807287,1.843310429
Serpina6,2.101551186,3.869872117,1.841436051
Acsm5,1.178474424,2.163218342,1.835609071
Slc16a11,0.119252165,0.218893903,1.835554957
Hmgcs2,45.80811766,84.07601011,1.835395437
2310061I04Rik,0.804176847,1.475392992,1.834662359
Pex11a,2.045814368,3.747086303,1.831586659
Med22,0.368735547,0.675357166,1.831548844
Klhdc7a,0.378366954,0.69230544,1.82971962
Gm10138,0.115319176,0.210908613,1.828911893
Dclk3,0.126710202,0.231729044,1.828811267
Aatf,0.429629765,0.785257972,1.827755051
Mpc1,9.306760352,17.00995645,1.827698985
Gsta3,21.81334944,39.83032387,1.825960932
Decr2,3.102561771,5.654255897,1.822447485
Dcxr,2.764639142,5.03831981,1.822414989
Phyh,50.72952144,92.39412114,1.821308747
Orc5,0.310333568,0.564123028,1.817795706
Cyp2c29,13.61844087,24.71885382,1.815101601
Hadh,6.987059435,12.68176243,1.815035717
Gna12,2.394388426,4.345610049,1.814914406
Fam219b,0.147151847,0.26706418,1.814888397
Aco2,3.900995673,7.077822148,1.814362984
Phf20,0.184658415,0.334962426,1.813957009
Slc2a2,7.558519214,13.70053716,1.8125954
Trim37,0.146351975,0.265212475,1.812155087
Plcg1,0.468705141,0.848546248,1.81040525
Rusc1,0.166265761,0.300000194,1.804341391
Gm826,0.111977598,0.201935175,1.803353333
Arhgef40,0.110480354,0.199146593,1.802552095
Plscr2,1.089254228,1.962057296,1.801284994
Siae,1.039918052,1.873183607,1.801280017
Cyp3a25,11.68177962,21.03591225,1.800745514
D630039A03Rik,0.080821336,0.145513146,1.800429848
Gk,5.217254555,9.390227653,1.799840808
Sned1,0.100241846,0.180262029,1.798271233
Gpd1l,0.497104598,0.892972913,1.796348126
Gpt,4.670071849,8.382731318,1.794989797
Gsto1,3.819849189,6.84656035,1.792364047
4930523C07Rik,0.37768711,0.676514623,1.791203898
Tenm3,0.158601991,0.284017525,1.790756364
Pus7,0.173160356,0.310044843,1.790507075
Acsm3,2.221378719,3.975994264,1.789876814
Col4a3bp,0.98536476,1.762673986,1.788854299
Caln1,0.144769189,0.258694441,1.786944051
Prodh,1.939775071,3.465586207,1.786591785
Foxa1,0.650809989,1.162598564,1.786387094
Defb1,0.167663629,0.299038148,1.783560035
Rps6ka1,0.205584752,0.366571929,1.783069638
Acad11,6.54319153,11.65239262,1.780842356
Bco2,0.205459033,0.365806473,1.780435091
Gm20522,0.072700427,0.129237344,1.777669667
Sun2,0.969868245,1.723804954,1.777359929
Papd7,0.442929742,0.786817603,1.776393699
Slc22a5,0.261703461,0.464337126,1.774287293
Tmem14a,0.109261601,0.193818222,1.77389147
B630019A10Rik,1.760910206,3.116702731,1.769938479
Tmcc3,0.271983781,0.481003256,1.768499776
BC028528,0.284341836,0.502544897,1.767396961
Mcm6,0.125479978,0.221536144,1.765509903
Tmem56,7.672016429,13.52865341,1.76337649
Efcab2,0.119094835,0.209827093,1.761848803
Entpd5,3.125347235,5.505496509,1.761563146
Gyg,0.203229344,0.357968604,1.761402153
Lmnb2,0.154337796,0.271713816,1.760513783
Kdm6b,0.483963109,0.851437103,1.759301665
Slco1b2,32.46455856,57.10197901,1.758902063
C2cd2l,0.754979815,1.325148424,1.755210401
Qrsl1,0.118321666,0.207648056,1.754945333
Zfp276,0.127528103,0.223736267,1.754407553
Slc27a1,0.090316502,0.158386292,1.753680542
Gulo,5.421672898,9.507560241,1.753621146
Maf,0.814405097,1.424655581,1.749320561
Ocrl,0.13965289,0.244223859,1.748792017
Wdr18,1.585193497,2.771864656,1.74859704
Aldh1b1,2.574418697,4.497171815,1.746868845
Eci2,4.663746929,8.143102002,1.746042855
Tram2,0.58546711,1.022066775,1.745728764
Nfic,3.747692508,6.537577937,1.744427517
Acadm,10.68464644,18.63693845,1.744272828
Hnmt,0.816504297,1.423776674,1.743746702
Kcnc3,0.124624748,0.216994665,1.74118438
Alpl,0.431217724,0.750546184,1.740527214
Abcg2,2.498116241,4.347054397,1.740132955
Slc6a9,0.829479069,1.443295109,1.740001844
Mcm10,2.108025026,3.666039792,1.739087414
Dhx37,0.115485732,0.200523132,1.736345505
Gns,3.70793886,6.425903049,1.733012137
D130020L05Rik,0.847542321,1.467185013,1.73110531
Srebf1,2.323702262,4.022410712,1.73103533
Hsf4,0.097182663,0.168197666,1.730737368
Nol6,0.371626162,0.642215746,1.728123078
Rtf2,1.477618031,2.550605361,1.726160149
Acy1,0.299070131,0.515896731,1.725002522
Gstm3,0.167191542,0.288144241,1.723437911
Cpt1a,10.15576682,17.49896142,1.723056636
Amotl2,0.547862791,0.943795143,1.722685239
Pyroxd1,0.212338534,0.365455371,1.72109774
Gde1,1.859449663,3.200097928,1.720991964
Prnp,0.891204407,1.53364633,1.72086933
Plekha7,0.184967108,0.318294973,1.720819314
Chn2,1.098735751,1.89046405,1.720581176
Timm8a1,1.816131315,3.120290444,1.718097375
Fgfrl1,0.676289703,1.161865279,1.717999362
Ces1g,4.391133725,7.541960331,1.717542849
Vmac,0.285877868,0.490545553,1.715927
L3hypdh,0.714294256,1.225101622,1.71512176
Fahd2a,0.39049491,0.669706148,1.715018892
Prune1,0.66969448,1.147890196,1.714050556
Kbtbd3,0.124919191,0.214089132,1.713820995
Aldh4a1,7.5564555,12.94798714,1.713500085
Galk1,1.152213278,1.971863592,1.711370308
Snrk,1.662570393,2.84507045,1.711248114
Efna5,0.241911059,0.413568259,1.709588063
Acox2,4.79387557,8.194200079,1.709305959
Sec14l2,9.047024754,15.45538053,1.708338481
Hsdl2,3.252751213,5.556574357,1.708269091
Hoga1,2.744962712,4.685584119,1.706975507
Fbxw4,0.288314763,0.492075246,1.706729272
Decr1,4.698441134,8.005226855,1.703804863
Npc1,2.316616946,3.943019873,1.702059496
Rpa2,0.147934543,0.25176604,1.701874594
Ing5,0.199889932,0.340118778,1.701530313
Wwtr1,0.669878032,1.139453631,1.700986711
Dglucy,0.650941985,1.107117024,1.70079216
Ppcs,0.854062894,1.452082885,1.700206034
Hgd,8.528603148,14.4909399,1.699098862
Pllp,0.437793979,0.743557434,1.698418593
Rab11fip2,0.218618041,0.371169165,1.697797503
Tns3,0.584643341,0.99210384,1.69693858
Tysnd1,1.184083129,2.009141388,1.696790823
Plbd1,0.321514497,0.54547616,1.696583405
Fam131c,0.173090622,0.293659165,1.696563109
Rap2a,0.64319362,1.090392805,1.695279263
Enpp1,0.397966931,0.674353602,1.694496575
Car8,1.870605623,3.168525505,1.693850091
Madd,0.256576019,0.434282144,1.692606134
Tmem125,0.160946605,0.272400323,1.692488779
Fabp1,258.017628,436.68406,1.692458238
Exosc1,0.337829612,0.571325868,1.691165747
Ttyh3,0.1204154,0.203543012,1.69034037
Plekhg6,0.255910709,0.432474939,1.689944668
Cyb5a,40.83086115,68.89223184,1.687258851
Fbxl18,0.150286272,0.253558658,1.687171117
Hsd17b4,10.26631205,17.31443613,1.686529305
Rasgrp2,0.444802489,0.750053098,1.686261017
Wdfy2,0.39107084,0.659426256,1.686206664
Sdhaf1,0.952411983,1.605376028,1.68558991
Slx1b,0.156250136,0.26336283,1.685520644
Dab2ip,0.138499647,0.233279929,1.68433591
Wdr73,0.347704805,0.584930653,1.682262209
Ifngr2,0.594307369,0.999579757,1.681923881
Ppp1r14b,1.231450323,2.070155963,1.681071436
Dpys,6.319913032,10.60980335,1.678789454
Cpt2,3.880115065,6.513376764,1.678655569
Zfp661,0.099561811,0.167064743,1.678000241
Gstk1,2.174320041,3.646153171,1.676916508
Ttc38,1.859566261,3.116534501,1.675947002
Dhrs1,3.65640231,6.12717936,1.675739932
Nrp1,1.476236935,2.473601814,1.675613009
Mpp1,0.833967093,1.397047796,1.675183359
Pgpep1,1.534559216,2.570512777,1.675082167
St3gal5,6.796485111,11.37874947,1.674210902
C030006K11Rik,0.816487845,1.366822172,1.674026356
Tmem131l,0.265911887,0.445027811,1.673591263
Ifi27l2b,0.340010887,0.569005057,1.673490698
Vwa8,2.723395412,4.556267124,1.673009767
Cd59a,1.426864072,2.383207658,1.670241549
Atxn7l1,0.260116832,0.434422201,1.67010415
Hexb,0.235752841,0.393494641,1.669098195
Sult2a7,0.10491769,0.174969874,1.667687065
Slc12a7,1.32557771,2.210042206,1.667229456
Bmp2k,0.294979899,0.491567452,1.666443898
