,precision,recall,f1-score,support
0,0.8655913978494624,0.805,0.8341968911917099,200.0
1,0.5714285714285714,0.6753246753246753,0.619047619047619,77.0
accuracy,0.7689530685920578,0.7689530685920578,0.7689530685920578,0.7689530685920578
macro avg,0.7185099846390168,0.7401623376623376,0.7266222551196644,277.0
weighted avg,0.7838205038624277,0.7689530685920578,0.7743900538086955,277.0
