,precision,recall,f1-score,support
0,1.0,0.805,0.89196675900277,200.0
1,0.0,0.0,0.0,0.0
accuracy,0.805,0.805,0.805,0.805
macro avg,0.5,0.4025,0.445983379501385,200.0
weighted avg,1.0,0.805,0.89196675900277,200.0
