,precision,recall,f1-score,support
0,0.5250737463126843,0.89,0.660482374768089,200.0
1,0.8698224852071006,0.4772727272727273,0.6163522012578617,308.0
accuracy,0.639763779527559,0.639763779527559,0.639763779527559,0.639763779527559
macro avg,0.6974481157598924,0.6836363636363636,0.6384172880129754,508.0
weighted avg,0.7340946352486689,0.639763779527559,0.6337262853170064,508.0
