,precision,recall,f1-score,support
0,0.6159420289855072,0.85,0.7142857142857143,200.0
1,0.8706896551724138,0.6558441558441559,0.7481481481481483,308.0
accuracy,0.7322834645669292,0.7322834645669292,0.7322834645669292,0.7322834645669292
macro avg,0.7433158420789605,0.752922077922078,0.7312169312169313,508.0
weighted avg,0.7703953141539466,0.7322834645669292,0.7348164812731742,508.0
