,precision,recall,f1-score,support
0,0.9428251121076233,0.8874428420682378,0.914296068128284,2843.0
1,0.3263157894736842,0.5032467532467533,0.3959131545338442,308.0
accuracy,0.8498889241510632,0.8498889241510632,0.8498889241510632,0.8498889241510632
macro avg,0.6345704507906538,0.6953447976574956,0.6551046113310641,3151.0
weighted avg,0.8825633312852642,0.8498889241510632,0.8636258245906492,3151.0
