,precision,recall,f1-score,support
0,0.7142857142857143,0.85,0.776255707762557,200.0
1,0.625,0.423728813559322,0.505050505050505,118.0
accuracy,0.6918238993710691,0.6918238993710691,0.6918238993710691,0.6918238993710691
macro avg,0.6696428571428572,0.6368644067796609,0.6406531064065311,318.0
weighted avg,0.6811545372866128,0.6918238993710691,0.6756198149322987,318.0
