,precision,recall,f1-score,support
0,0.9448788115715403,0.8501582835033415,0.895019440844288,2843.0
1,0.28161888701517707,0.5422077922077922,0.37069922308546055,308.0
accuracy,0.8200571247223104,0.8200571247223104,0.8200571247223104,0.8200571247223104
macro avg,0.6132488492933587,0.6961830378555669,0.6328593319648743,3151.0
weighted avg,0.8800473114879606,0.8200571247223104,0.8437688451382522,3151.0
