,precision,recall,f1-score,support
0,0.9497377622377622,0.7643334505803728,0.8470083804326641,2843.0
1,0.22363847045191193,0.6266233766233766,0.32963279248505556,308.0
accuracy,0.7508727388130753,0.7508727388130753,0.7508727388130753,0.7508727388130753
macro avg,0.5866881163448371,0.6954784136018748,0.5883205864588599,3151.0
weighted avg,0.8787639184199134,0.7508727388130753,0.7964365997002416,3151.0
