,precision,recall,f1-score,support
0,0.998812351543943,0.8874428420682378,0.9398398211957534,2843.0
1,0.030303030303030304,0.7692307692307693,0.05830903790087464,13.0
accuracy,0.8869047619047619,0.8869047619047619,0.8869047619047619,0.8869047619047619
macro avg,0.5145576909234867,0.8283368056495035,0.499074429548314,2856.0
weighted avg,0.9944038707399753,0.8869047619047619,0.9358272511037249,2856.0
