,precision,recall,f1-score,support
0,0.9734748010610079,0.9036229335209286,0.9372491791317037,2843.0
1,0.14906832298136646,0.4067796610169492,0.21818181818181817,118.0
accuracy,0.8838230327592029,0.8838230327592029,0.8838230327592029,0.8838230327592029
macro avg,0.5612715620211872,0.6552012972689389,0.577715498656761,2961.0
weighted avg,0.9406210474597253,0.8838230327592029,0.9085933369864533,2961.0
