,precision,recall,f1-score,support
0,0.9700115340253749,0.8874428420682378,0.9268919911829537,2843.0
1,0.1111111111111111,0.3389830508474576,0.16736401673640167,118.0
accuracy,0.8655859506923337,0.8655859506923337,0.8655859506923337,0.8655859506923337
macro avg,0.540561322568243,0.6132129464578477,0.5471280039596778,2961.0
weighted avg,0.9357831483773226,0.8655859506923337,0.8966237368821455,2961.0
