,precision,recall,f1-score,support
0,0.5767918088737202,0.845,0.6855983772819473,200.0
1,0.8558139534883721,0.5974025974025974,0.7036328871892925,308.0
accuracy,0.6948818897637795,0.6948818897637795,0.6948818897637795,0.6948818897637795
macro avg,0.7163028811810461,0.7212012987012987,0.6946156322356198,508.0
weighted avg,0.7459627154511076,0.6948818897637795,0.6965326864383692,508.0
