,precision,recall,f1-score,support
0,0.975609756097561,0.8863876187126275,0.9288610394397346,2843.0
1,0.1455026455026455,0.4661016949152542,0.22177419354838712,118.0
accuracy,0.8696386355960825,0.8696386355960825,0.8696386355960825,0.8696386355960825
macro avg,0.5605562008001033,0.6762446568139409,0.5753176164940609,2961.0
weighted avg,0.942528824300803,0.8696386355960825,0.9006826376109002,2961.0
