,precision,recall,f1-score,support
0,0.9543773119605425,0.8167428772423496,0.8802122820318422,2843.0
1,0.2743732590529248,0.6396103896103896,0.38401559454191037,308.0
accuracy,0.7994287527768962,0.7994287527768962,0.7994287527768962,0.7994287527768962
macro avg,0.6143752855067337,0.7281766334263696,0.6321139382868763,3151.0
weighted avg,0.8879091277981984,0.7994287527768962,0.8317106699255588,3151.0
