,precision,recall,f1-score,support
0,0.9783423573511038,0.826239887442842,0.8958810068649886,2843.0
1,0.11785714285714285,0.559322033898305,0.19469026548672566,118.0
accuracy,0.8156028368794326,0.8156028368794326,0.8156028368794326,0.8156028368794326
macro avg,0.5480997501041233,0.6927809606705735,0.5452856361758571,2961.0
weighted avg,0.9440508155374302,0.8156028368794326,0.8679375730647066,2961.0
