,precision,recall,f1-score,support
0,0.9360929557007989,0.9067886035877594,0.9212077898874397,2843.0
1,0.33249370277078083,0.42857142857142855,0.37446808510638296,308.0
accuracy,0.8600444303395748,0.8600444303395748,0.8600444303395748,0.8600444303395748
macro avg,0.6342933292357898,0.6676800160795939,0.6478379374969113,3151.0
weighted avg,0.8770930921963732,0.8600444303395748,0.8677657622541278,3151.0
