,precision,recall,f1-score,support
0,0.5294117647058824,0.855,0.6539196940726578,200.0
1,0.8432432432432433,0.5064935064935064,0.6328600405679513,308.0
accuracy,0.6437007874015748,0.6437007874015748,0.6437007874015748,0.6437007874015748
macro avg,0.6863275039745629,0.6807467532467533,0.6433898673203046,508.0
weighted avg,0.7196875430316838,0.6437007874015748,0.6411512427351587,508.0
