,precision,recall,f1-score,support
0,0.9976780185758514,0.9067886035877594,0.9500644923530496,2843.0
1,0.025735294117647058,0.5384615384615384,0.04912280701754386,13.0
accuracy,0.9051120448179272,0.9051120448179272,0.9051120448179272,0.9051120448179272
macro avg,0.5117066563467492,0.7226250710246489,0.49959364968529674,2856.0
weighted avg,0.9932539095359505,0.9051120448179272,0.9459635673147577,2856.0
