,precision,recall,f1-score,support
0,0.9987107864202837,0.8174463594794231,0.8990328820116054,2843.0
1,0.01890359168241966,0.7692307692307693,0.03690036900369004,13.0
accuracy,0.8172268907563025,0.8172268907563025,0.8172268907563025,0.8172268907563025
macro avg,0.5088071890513517,0.7933385643550962,0.46796662550764767,2856.0
weighted avg,0.9942508797215469,0.8172268907563025,0.895108609368362,2856.0
