,precision,recall,f1-score,support
0,0.712,0.89,0.7911111111111112,200.0
1,0.6764705882352942,0.3898305084745763,0.49462365591397844,118.0
accuracy,0.7044025157232704,0.7044025157232704,0.7044025157232704,0.7044025157232704
macro avg,0.6942352941176471,0.6399152542372881,0.6428673835125448,318.0
weighted avg,0.6988161302256752,0.7044025157232704,0.681093753522238,318.0
