,precision,recall,f1-score,support
0,0.9726291441788744,0.8874428420682378,0.9280853411807983,2843.0
1,0.12806539509536785,0.3983050847457627,0.1938144329896907,118.0
accuracy,0.8679500168861871,0.8679500168861871,0.8679500168861871,0.8679500168861871
macro avg,0.5503472696371211,0.6428739634070002,0.5609498870852445,2961.0
weighted avg,0.9389720950765934,0.8679500168861871,0.8988236163694,2961.0
