0,1,known
NOS2,0.9966357626246051,0
HSD17B4,0.995154508386969,0
EHHADH,0.9949538734451944,0
HMOX1,0.9945658558705033,0
IL13,0.994175131359123,1
SLC27A5,0.9936475323536961,0
FABP1,0.9935666730746308,0
CAT,0.9929031854140904,1
ACOX1,0.992415945373789,1
CPT1A,0.9918993521041408,1
ENSG00000264813,0.9917619838065871,0
ACSL6,0.9915648580836959,0
CPT2,0.9915068791716999,0
SLC25A20,0.991475770644096,0
CRP,0.9913133121657113,1
IL12B,0.990951048890499,0
ACSL1,0.990938379130896,1
ACSBG1,0.990510239655697,0
IL4,0.9903722192013442,1
IL10,0.9899746917588461,1
CCL2,0.9899332463160146,1
IL1B,0.9897848467870638,1
CPT1B,0.9897398114598833,0
ACSL5,0.9896893071134613,0
ELOVL1,0.9896628456701722,0
PPARA,0.9896464366808396,1
FADS2,0.9892453958118385,0
PEX11A,0.9892161185306825,0
IDE,0.9887613436277126,0
CPT1C,0.988614071747071,0
NR1H3,0.9877293370539701,0
IL12RB1,0.9874833335218607,0
LPL,0.9874776677929815,0
CCL3,0.9867887219421076,0
APOA2,0.9865740781233138,0
IL17A,0.9865158836132275,1
IDO1,0.986510940947542,0
ACSL3,0.9864610997824246,0
TLR4,0.986364255676016,1
BBOX1,0.9859457548326562,0
ACADL,0.985916274190449,0
LIPC,0.9853396044221862,0
IL12A,0.9851053122103373,0
ACSM3,0.9846348118919764,0
APOA1,0.9845073225893796,1
LRP1,0.9841113548176424,0
CSF3,0.9839648063258994,0
STAT6,0.9839054386847317,0
ME1,0.9838340688551233,0
LBP,0.9837114052356318,1
DHRS4,0.9836031139126472,0
ABCA1,0.983224085273336,1
CSF2,0.9831719815465224,1
CHD9,0.9827553980229915,0
CRAT,0.982635571534848,0
GPR29,0.982404530048279,0
POR,0.9823754095231425,0
HAO1,0.9822216038524214,0
IL6,0.9819814535988568,1
PTGS2,0.9819102629283696,0
SLC27A2,0.9817743503594417,1
FABP9,0.9816919893344308,0
ACSBG2,0.9815902062473617,0
IL12RB2,0.9815590131797328,0
TNF,0.9814558796171842,1
ECI1,0.9813503776825339,0
ABCD1,0.9809642952786286,0
DECR1,0.9807225449404512,1
NR0B2,0.9805928363748124,1
APOC3,0.9805031586116929,1
REN,0.9803417775427102,0
EPHX2,0.9803044076421376,0
FOXP3,0.9802727066277728,0
ALB,0.9801633326434551,1
CITED2,0.9799221858989632,0
MGLL,0.9798534999841322,0
APOA4,0.9794888395064476,1
BLVRA,0.97906620978238,0
NR2F1,0.9790626681031328,0
ACSL4,0.9790485470666299,1
FAT1,0.9789867614511556,1
ECI2,0.9788766690966726,0
IL1RN,0.9788085536651876,1
TBX21,0.9785944343611362,0
APOA5,0.9785381315139033,1
FHL2,0.9785186451444663,0
ACSM5,0.9784076798811777,0
TYK2,0.9781938288801725,0
IL13RA2,0.9781514457585584,1
PEX5L,0.9780734961677867,0
IFNG,0.9779802779113829,1
ELOVL6,0.9779400867691488,1
IL23R,0.9779124418214478,0
LPA,0.977823169548749,0
PRDX4,0.9777635595806532,1
SELE,0.9773150819614692,0
IL7,0.9770814458618079,0
ALAS1,0.9763448153663027,0
PEX11B,0.9762905117248726,0
SLC25A17,0.976214415450841,0
RBP2,0.9757120057521264,0
ACE,0.9755389812744102,1
ACOX3,0.9755302511814196,0
ESRRA,0.9750603589349774,0
SCD,0.9749246992997584,0
IL33,0.9748992783845797,1
PEX3,0.9747702741353572,0
ACADS,0.9746636193676006,0
NUDT19,0.9745217071161961,0
IL1A,0.9742514671043302,1
EPO,0.9742195123203088,0
IL18,0.9740076775327534,1
ACOX2,0.9739568852733542,0
PEX12,0.9739121023610747,0
IRAK1,0.9738728786678933,1
BAAT,0.973867559162854,0
LTC4S,0.9737436711648034,0
SELL,0.9737036205577453,0
AGT,0.9732850624172776,1
NFE2L2,0.973041676410677,1
TSLP,0.9727888783198667,0
CD40,0.972423770463487,1
GPX8,0.972293671614142,0
HMOX2,0.972274463670818,0
CETP,0.9719028167004999,1
SLC25A29,0.9717941345292629,0
OSM,0.9717629823966732,0
CD27,0.9716811645454654,0
APOC1,0.9716736126027324,0
IL2,0.971494517142474,0
ACADM,0.971492952803797,0
OTP,0.9714635833324303,0
HMGCL,0.9714345868508832,0
SREBF1,0.9711817890884128,1
CD14,0.9709058674488614,1
IL1RAP,0.9708800373676532,0
SRA1,0.9708095380121639,0
DGAT1,0.9707347615399519,0
PAOX,0.9703210423506,0
ELOVL2,0.9701867659150618,1
CYP4A11,0.97018568946337,0
LIPG,0.9698922015657534,0
IL9,0.9695459129457563,0
CRYZ,0.9694344220761678,0
AMACR,0.9692094169050423,0
PLIN2,0.9691933777907573,0
PNPLA2,0.9689232179891722,1
ELOVL5,0.9689084223264339,0
NQO1,0.968669146525731,1
PRDX3,0.9686607108520285,0
SLC27A1,0.9686034052055438,0
RORC,0.968448239253195,0
LMF1,0.9684457411687567,0
AACS,0.9684221620311834,0
DECR2,0.9683227670672582,0
HACL1,0.9682531438719352,0
TXN2,0.9681472298223867,0
PLTP,0.968095577702344,0
TLR2,0.9680842280671438,1
DDO,0.9680476258814562,0
ACSM2A,0.9678783187552663,0
PNLIPRP1,0.9678516003082906,0
OLAH,0.967697496624639,0
SFXN3,0.9676032949180923,0
TNFSF4,0.9675182906999399,0
CD70,0.9674531506877403,0
ACOT4,0.967371877744763,0
ACADSB,0.9673339280901198,0
ACSS1,0.9673321178077353,0
RBP1,0.967101346886623,0
LCAT,0.9670624914466336,0
ACSM1,0.9669957714083377,0
ABCD2,0.9666650947485855,0
ACSM6,0.9665763838970207,0
IL1R1,0.9665090706894379,1
ALDH6A1,0.966488562884495,0
ACOT2,0.9664807559346539,0
PTPN1,0.9661749553398911,1
ALDH7A1,0.9661234517202568,0
ARNT,0.9658470482481781,1
GRHPR,0.9652892045453672,0
PEX5,0.9652694711505267,0
SOD2,0.9652227432492781,1
ACAA1,0.9650863629702682,0
PON1,0.9650140894191075,1
