0,score,known
PPID,0.2802310659636644,0
ACTR10,0.280191778159412,0
PTGFR,0.28014520024757517,0
FIS1,0.28011946441024155,0
NRD1,0.2800850854611614,0
UCMA,0.28004143493769235,0
DOK4,0.2800041949528606,0
NPS,0.2799131908593406,0
GDF3,0.2798605995636515,0
SYT11,0.279755894699438,0
DNM3,0.27942014389907094,0
FOSB,0.2793762453656801,0
KDM5B,0.27930838443486433,0
LAG3,0.2792633276016813,0
GDF7,0.2789396351212372,0
SPRED1,0.2788653409666972,0
PACSIN3,0.27873461795358234,0
PLCE1,0.2784631973169411,0
VTI1B,0.27833937148846055,0
PLEKHA8,0.2782664539942767,0
TM6SF2,0.2782394075840168,1
LAT,0.27822679979613646,0
HSF1,0.2781926470193656,0
CHRNA1,0.2781600938800816,0
PVRL4,0.2781438093410277,0
LAMA3,0.27795943767381276,0
CNNM3,0.27789869613117824,0
CA1,0.27783912661862925,0
GFI1,0.2778000409687023,0
ITPKA,0.2775907499169329,0
PSG9,0.27757895459142873,0
SLC4A4,0.27755752895107566,0
FAM3C,0.27732408581079987,0
AASDH,0.27721890405101934,0
WNT1,0.2771561512321735,0
ADCY1,0.2768525112731361,0
ACAP1,0.27684209711137137,0
HMGA1,0.2768042534728339,0
TSC22D3,0.27674969737899086,0
LGALS8,0.2764643831937506,0
FAM199X,0.27646349465195075,0
LIPT1,0.2763636204592673,0
S100A11,0.2762777703660636,0
PTRH2,0.2760460785004818,0
SEPW1,0.2760239784402084,0
CD68,0.2760104073108221,0
HCLS1,0.2758535940551202,0
TPI1,0.27576772473879496,0
ADCY7,0.2755701385991547,0
CAMK2B,0.27547618589243833,0
ENO3,0.27536147117859655,0
LZTR1,0.2753316995962245,0
UBE4B,0.2753001720174929,0
PCYT2,0.27514937630919717,0
ACTA2,0.27513962008721426,0
DFFB,0.275034700001896,0
PNOC,0.2749047071791475,0
ETV4,0.2748754982039626,0
CD81,0.274824886518084,1
ITGA7,0.2747453516139979,0
SPTAN1,0.27440741255979756,0
GAL,0.27438776213690175,0
AMPH,0.2743710236557362,0
FZD4,0.2743443938004181,0
FCN3,0.2741782071557157,0
D2HGDH,0.27414986495948274,0
VRK3,0.27410043567881104,0
ID2,0.27396060192794985,1
TNFAIP8,0.27389038767715257,0
GNB5,0.27378724549642414,0
TMPRSS15,0.2737677010403724,0
GNLY,0.2736727704486346,0
FAM120B,0.2736431330513586,0
AP2M1,0.27354613558703383,0
BCHE,0.2735110587124943,0
MAFK,0.2733192696293439,0
NTN1,0.27329162191030115,0
WTIP,0.27322931080550555,0
TMSB10,0.2731986840492082,0
HEBP1,0.2731887559995271,0
RNF139,0.2731636019746434,0
GALE,0.273066631350282,0
NEU2,0.2730579381811586,0
TAS2R31,0.27297322038175914,0
CHRNE,0.2728515305471239,0
ROCK2,0.2728260783275526,0
SH3GL1,0.27278302613696964,0
UBR4,0.2727600542061155,0
TEC,0.27274510428030674,0
P2RX7,0.2727382873153998,0
KAL1,0.27273680079966106,0
DERL3,0.2727052695001293,0
WASF1,0.27266683000476316,0
FTL,0.272601907020767,0
FFAR1,0.27245869702193154,1
CCR10,0.2724523261013768,0
CAPN6,0.27241064809070137,0
CCR9,0.2722751677671505,0
PINK1,0.2722653331956975,0
COLEC10,0.27224104000163696,0
GIPC1,0.2722090949016603,0
WDR20,0.2721269787092319,0
CDC42,0.2719503954687086,0
CHID1,0.2719495510068838,0
BARX1,0.27180662634673464,0
NPBWR2,0.2717882969994282,0
CCL28,0.27176747135750307,0
WNT5A,0.27164983051168057,0
ANTXR1,0.27162875756962457,0
ZNF521,0.2715685014983167,0
SLC2A4,0.2715335335894431,0
NDUFS2,0.27144111940640175,0
DHFR,0.2712638735248,0
CALM1,0.27121744740488546,0
LIPH,0.27104713707429107,0
NPY5R,0.27094302212130794,0
UQCC1,0.2707966667023331,0
BSG,0.27072559442961924,1
ADRB2,0.2707042779290069,0
RBCK1,0.2702984915174724,0
KIR3DL1,0.2702842357593811,0
ATP6V1H,0.27023198259970704,0
COL6A5,0.27022046876434225,0
RASAL1,0.2701709729096005,0
S1PR5,0.27011065658712446,0
POU4F1,0.27007880642130716,0
TNFAIP6,0.2700609485660423,0
WDR83,0.2699987063880149,0
GABBR1,0.26992559222014884,0
STAB2,0.2699079742097502,0
COX4I1,0.2698151593105383,0
EFNA4,0.2697846256599445,0
OXER1,0.26965921438725765,0
OSTN,0.26959040244858556,0
MXD4,0.2695175030392217,0
ENC1,0.2694583953671828,0
CTTN,0.2694413781735998,0
BIN2,0.26936566014884405,0
CDK8,0.2692576948891259,0
P2RY4,0.2692302017812441,0
CCL13,0.26918431592015285,0
COX7A2L,0.2691198695273584,0
COX20,0.2690689537885398,0
C19orf60,0.2690607077975056,0
CCL18,0.26902275019522653,0
TPM1,0.2688540045753429,0
TNIP3,0.26871359031093794,0
CDC37L1,0.2686952901935965,0
HHIP,0.2683927870128563,0
CORT,0.2683731078255087,0
MMP20,0.2683706519494734,0
IFIH1,0.2682230040412005,0
PIK3R5,0.2682213643036303,0
SSTR1,0.26803290778900923,0
NPR2,0.2680302455417844,0
LPCAT4,0.2677973795158293,0
CST6,0.26757552082447084,0
FMO2,0.2675700845537692,0
ABCG8,0.26751712496980734,0
HECA,0.2674151118234056,0
TLL1,0.2673294394742944,0
LNPEP,0.26720493009330404,0
ZFYVE19,0.2671932373230457,0
TUBB,0.26717111079177136,0
TCF21,0.2670604015275524,0
ALDOB,0.2670520526969223,0
MAPK6,0.266873662015225,0
ECM1,0.2668331644536076,0
GNG13,0.2667384633414373,0
HAPLN1,0.26669111966481523,0
MKNK2,0.2666813217536505,0
MID1IP1,0.2665074723285853,0
GGA2,0.26650044326202055,0
COX11,0.2664468367657515,0
PVRL2,0.26632961649141557,0
IRF4,0.2662670704967408,0
RMDN3,0.26624035916406774,0
SRR,0.2661209715736777,0
OSBPL5,0.26601916967325967,0
AP1AR,0.2660090174749087,0
TSC22D4,0.266004532134886,0
GPI,0.2659250860304986,0
ORAI1,0.26587779695047536,0
RC3H1,0.2658714061801777,0
LPCAT1,0.26585488565670545,0
HCAR2,0.26584826053085875,0
CANX,0.2655907882584259,1
ALDH4A1,0.26556328283718234,1
NOX3,0.2655097407363027,0
PGAM2,0.2654814038076761,0
VDAC1,0.26522383719519343,0
RBPJ,0.2647289091217705,0
LILRB2,0.2647257019412476,0
TAS2R60,0.2646938368270136,0
TMEM173,0.2646898280932251,0
ARF6,0.26467857200347167,0
P2RY11,0.2645829415762891,0
NDUFA9,0.2644936368926486,0
FCN1,0.2644181804107304,0
GNG4,0.26428386432361045,0
CASP5,0.2642742264433139,0
TGIF2LX,0.2642721783625707,0
NR2F6,0.2642551621399616,0
INSL5,0.2641571064141848,0
IMMT,0.26410206667103153,0
COX6B1,0.26400208928792435,0
PPOX,0.26376223600325815,0
FRMD6,0.2637227299967531,0
LTB,0.26367685808174984,0
LEFTY1,0.26367402376442534,0
COL9A2,0.26364523456991684,0
ISL1,0.263307684301714,0
GUCA2A,0.2632955338539905,0
TNFRSF8,0.2632044731089538,0
SORL1,0.2630136738733329,0
ORMDL1,0.2629312498730105,0
ATP6V0D1,0.2628045736709126,0
PRDM14,0.2627755747939784,0
DAPK2,0.2625416574357387,0
LDHAL6B,0.2624667778218382,0
UTS2R,0.2623978849447522,0
TJP1,0.26237660521285805,0
COL6A1,0.26223388176722273,0
LARP6,0.26209983615465315,0
CD300A,0.26208190744581783,0
PIK3C2A,0.2619838897192498,0
SMURF1,0.26196114480339133,0
GLI2,0.26179768593331615,0
GZMA,0.26175040176671976,0
IL1F10,0.26165181477918364,0
CLEC7A,0.26162858687739726,0
INPP4A,0.2614710843199345,0
ZPBP2,0.261418146713803,0
FGF5,0.26136481461471645,0
TAS2R4,0.2612835522398821,0
DSE,0.26128002751670965,0
BMP8A,0.2612652430393604,0
LCOR,0.2612130510007934,0
TMEM106B,0.26109484714496217,0
SH3BP5,0.2610629172526972,0
CCR4,0.2610620319528629,0
PTPRA,0.2608955984139807,0
CDK5,0.26083246371840296,0
TIAM1,0.2607947763094078,0
TGM3,0.26079272808606985,0
TSTA3,0.2607440389780166,0
TAS2R1,0.260741293501543,0
GSTZ1,0.2607147996748519,0
RASGRF2,0.2606679953265198,0
CYP4A22,0.2606277496626137,0
NCR1,0.2606243989610688,0
AMY2A,0.26055533685329024,0
CYB5R2,0.26043780005761297,0
ZNF444,0.2602757972855733,0
ENSG00000258724,0.2600279802181101,0
PRSS8,0.25999734390584633,0
C12orf5,0.25992323853465327,0
ANKRD46,0.259838950622422,0
SLMO1,0.25976060501556536,0
RYR2,0.2597124158328096,0
TJP2,0.2596238470614109,0
SYNPO,0.2594808798690522,0
CTSW,0.25937805533146185,0
FCGR3A,0.25936043988936847,0
HSH2D,0.25930692655111437,0
CHST7,0.2593065737249552,0
COLEC12,0.2592991939154809,0
APOA1BP,0.2592812169100464,0
BCL9,0.25927449067865926,0
GNG3,0.2592674944244355,0
PTDSS2,0.259222064910017,0
HES7,0.2589588048615193,0
INHBC,0.2589438248494918,0
MASP1,0.25878880336177235,0
LRIG1,0.2586052415651918,0
MIER3,0.25858368971341716,0
SRD5A3,0.25850428569400985,0
TAS2R19,0.25836869215095803,0
SCARF1,0.25836310277715485,0
CASP10,0.25833939402654355,0
RAP2C,0.25825679966318765,0
ATP6V0E1,0.2581384759219669,0
USP18,0.2580215908198228,0
ATP6V1G1,0.2579662554752646,0
LPCAT3,0.25773694299604044,1
FAM8A1,0.2576705129360893,0
BUB1B-PAK6,0.2574695909836685,0
MBOAT7,0.25744810533121076,0
PPT2,0.2574356343652179,0
TNFSF13,0.25736216109626253,0
NLRC5,0.2571781733905744,0
COL6A3,0.25711709962884,0
TRPC4,0.2569876787113474,0
TBC1D4,0.2569847947160411,0
ESYT3,0.2568892456230313,0
FOLH1,0.25681367774495234,0
NR1D1,0.25677272059443446,0
UNK,0.2567601534560293,0
PPP2R5D,0.25672770877796397,0
SH3BP1,0.25655417730781216,0
FCN2,0.25646678948905266,0
PPP1R13B,0.2564272772928705,0
CCL27,0.2564178423093405,0
TNIP1,0.2563416143836369,0
HPDL,0.25633898758308654,0
TBC1D1,0.2563320294925947,0
PPA2,0.25629730269570605,0
GPR4,0.2562013173868591,0
CALM3,0.2561522860033355,0
TAS2R9,0.25615127657132203,0
PCP2,0.2561045317407574,0
GABPB1,0.25602882321242937,0
LY6G6F,0.2560006247486111,0
GNG11,0.25589466224948515,0
ENSG00000255730,0.2558824706653707,0
SH3PXD2A,0.25585927102418593,0
ATP1B4,0.2558498687777742,0
HSPB7,0.25584338618328206,0
PTPN4,0.25569627437733833,0
NTSR1,0.255650686420646,0
STARD4,0.255623364227163,0
AGFG1,0.25542672767596275,0
PDIA4,0.2553949374032645,0
NFKBIZ,0.25536584064883794,0
MZF1,0.25533984423410033,0
NKIRAS1,0.25511202953830375,0
HTR1E,0.2550690124131265,0
OCA2,0.2550322372183372,0
CDC25B,0.25488772337571075,0
TMEM127,0.25482519534736897,0
BMP1,0.2548022507987487,0
THEM4,0.25470656219384713,0
CBFA2T2,0.2546438801673553,0
TAS2R14,0.2544813364414164,0
CLHC1,0.25440892442085405,0
GNB4,0.25427634327396276,0
PRKAA1,0.2542693726644327,0
RTP4,0.25390467646940723,0
TAS2R30,0.25379190802140944,0
FTCD,0.253772757931786,0
FOXP1,0.25375076229534593,0
P2RX2,0.25372067780070895,0
APC,0.25370269570537796,0
RASIP1,0.25357962623989505,0
SNAI2,0.25355348485364115,0
COL9A1,0.25342884438213503,0
OR8K1,0.2534259667138294,0
DDX41,0.25315313245560833,0
TAP2,0.25290101292105727,0
IQSEC1,0.25286062700607165,0
RHBDF2,0.2527123403493009,0
GDI1,0.2527067928571078,0
HTR1D,0.25270340796514273,0
FFAR4,0.25264907986870716,0
AHNAK,0.25260987624996234,0
P2RY1,0.2525850720533236,0
POGLUT1,0.2525259254659552,0
CHRND,0.2525238357057533,0
TMEM170B,0.2525091135647374,0
PDIA2,0.2523619474616483,0
TAS2R5,0.25234963289249596,0
TTC1,0.25234936137141295,0
GNG12,0.25231642946979865,0
PAFAH1B3,0.25229332074472366,0
DMRT1,0.2521731778363544,0
MYRF,0.2521125547475826,0
CTBP2,0.25197737430019695,0
ARHGEF18,0.25193695332082716,0
SLC22A7,0.25174725582068963,0
NGLY1,0.2515052197969761,0
LMCD1,0.25148475574532,0
NAPRT,0.2514400997224285,0
RNF5,0.25143027031230225,0
MYL5,0.25137072914389863,0
SECTM1,0.2511918083945436,0
AKAP1,0.25114484745763094,0
SGIP1,0.25093729753913946,0
SKI,0.2508286015740921,0
TBC1D16,0.2506453136429226,0
NOTCH3,0.2506229342216218,0
CLEC1B,0.2505903359744292,0
CDRT1,0.25055426318333124,0
GNGT2,0.25050804079396904,0
VSTM4,0.25043559919482306,0
SLC11A2,0.25040596793404557,1
GNB2,0.25025924191432286,0
ATP6V0D2,0.25019184058710603,0
CLEC1A,0.2501750031943779,0
ADCY4,0.25015866982322865,0
HSPA5,0.25001155639915273,1
MIEF1,0.24981417191631092,0
MARCKS,0.24981181356530346,0
RMND5A,0.24974529518378874,0
HAVCR1,0.24967390760287198,0
BMP5,0.24958603485655234,0
METTL8,0.2495250344996845,0
MEA1,0.24931210604936516,0
THBS1,0.24921120891192186,0
ATOH7,0.2488909172301379,0
SYT1,0.24877789925858962,0
PTPRF,0.2487349035037337,0
OR51E1,0.24872842545747736,0
COL2A1,0.24847773651360316,0
GCGR,0.24845321268502488,1
CDIPT,0.24844278203357906,0
ATP5O,0.24825830621621156,0
MGAT2,0.2482259521228206,1
NOTCH4,0.24812429625437807,0
TRIAP1,0.24799048417250724,0
DIO3,0.24791653240249234,0
MED24,0.2477747522325868,0
GNAT3,0.24777108472205447,0
RABGEF1,0.24766710694236915,0
GBA,0.2475877171909025,0
SUCNR1,0.24746316896896745,0
L1TD1,0.24741366570234202,0
SSTR3,0.2472920744950811,0
ESYT1,0.247261191254476,0
AKAP8,0.24717114706113083,0
FHL5,0.24711532484486476,0
SLC18A3,0.2470641257069296,0
ARHGEF2,0.24675125842955536,0
BEST1,0.2467433121342009,0
LIAS,0.24661998645403974,0
SLA2,0.24654716714040223,0
PIK3AP1,0.24651291494874797,0
COL4A6,0.24629881283254798,0
PTPRU,0.24620568872488072,0
CHSY1,0.2461618939528303,0
PDP1,0.2458709742623778,0
TRPC3,0.2458592668895721,0
GADD45B,0.2457341889094384,0
MECP2,0.24566100365686738,0
SULT1A3,0.24563472845075626,0
ARHGAP35,0.24560820197731195,0
NECAP1,0.24559543362961977,0
COL9A3,0.24555707875969182,0
KDM3B,0.24555548472175961,0
PAK7,0.24548591041673487,0
HTR1B,0.24531777178590436,0
TAS2R39,0.24526579094975773,0
LCT,0.2452379316889704,0
GYG1,0.2452106324776507,0
THY1,0.24520162580299662,0
COX18,0.24518998962126168,0
RFFL,0.24511781666997465,0
DAPK1,0.24506294098786158,0
MYPN,0.2449882897254014,0
TERT,0.2449880526462847,0
LY9,0.24495192913784256,0
TAS2R42,0.24482882824207625,0
DPP9,0.24464483039223403,0
COL17A1,0.2441153481807173,0
COL5A2,0.24411507089244086,0
COX15,0.24375190545047445,0
ADCY2,0.24370893319203074,0
TSPYL2,0.2437039945684204,0
OARD1,0.24343977337052264,0
PSMB9,0.2433527330466632,0
PIAS4,0.24334091174958297,0
CGB8,0.24316060984641522,0
POU4F3,0.24315932590737827,0
NCAM1,0.24315743203092602,0
PSMB1,0.24311805308293913,0
DSN1,0.24302137936832985,0
FOXC1,0.2429860497069573,0
IGF2BP2,0.24295387365042714,0
TLE2,0.242861804454218,0
SUFU,0.24279268954013525,0
GGA1,0.24272464691458998,0
MAPK4,0.2426171459008843,0
GPR18,0.2426141036776267,0
CARD8,0.24257906493103823,0
SHMT2,0.24252666804256123,0
EGR4,0.24248048653278925,0
SNAP91,0.24247951197066897,0
ABI2,0.24242724350327363,0
SSBP4,0.24240806004075116,0
AMY1A,0.24239037213813042,0
ERRFI1,0.24228659477701892,1
GRAP2,0.24227702807544507,0
SHOC2,0.2422420798067611,0
INHBE,0.24201061562319898,0
EPHB2,0.2420024242001488,0
RYR3,0.24195266479192962,0
SVIL,0.24194331728455212,0
NOX5,0.24182067678178204,0
AHCYL1,0.2416875098388802,0
CEACAM6,0.2416570454612245,0
KLRK1,0.24157770987230887,0
SCNN1D,0.24153963129004957,0
CHRM4,0.2414981468012621,0
SETD7,0.2412432002957764,0
AKT1S1,0.24110491600980583,0
KCTD13,0.24109097278516828,0
FCGR2A,0.24108143212929944,0
ZSCAN10,0.2410037516718941,0
SPOCK3,0.2409818711149476,0
COL14A1,0.24095593368917864,0
AGL,0.2406773341397795,0
BRI3,0.24067485377794687,0
PPAPDC2,0.24057786914950716,0
SSH1,0.24055027833323536,0
RICTOR,0.24040838799520645,0
MANBA,0.24022981448321398,0
KIAA2013,0.24018445242643316,0
NCOR1,0.24016409892145874,0
TPM4,0.240093232269785,0
PPIC,0.24008956905418213,0
CAPN15,0.24007547738195248,0
ACTN3,0.24005144932366163,0
SSX1,0.2397442397266658,0
EPS15L1,0.2397101219365396,0
GDF5,0.23961330393405667,0
SCNN1A,0.239554152472012,0
CTNNA3,0.23930434456197383,0
NCKAP1,0.2391815077683638,0
TRDN,0.23906438391357715,0
AP2A1,0.2389933730706056,0
SDF4,0.23891921885313563,0
ELN,0.2388194040937705,1
IFNL3,0.23879589239866056,0
H2AFY,0.23875248266156684,0
ETNK2,0.23870545167796065,0
PPP3CA,0.23862841061411955,0
ABCG5,0.2385076752193973,0
ENSG00000250264,0.23847731730939095,0
AACT,0.23846083895667008,0
RHOT1,0.23836636357351043,0
BRK1,0.23835240537602526,0
UGT2B17,0.23829715375484548,0
NADSYN1,0.2381858572664648,0
DUSP16,0.23814873359063718,0
G6PC3,0.23812835926654574,0
GNG8,0.2380465195225112,0
EBF1,0.23795503587958508,0
CISH,0.2378628894312221,0
SLC10A7,0.2378189210107527,0
ARPC3,0.23780359323215502,0
GORASP2,0.2377293590297539,0
ZNF420,0.23757477281253728,0
NGEF,0.2374890885311674,0
GALR2,0.2373111924428277,0
MED13L,0.23731049458513806,0
ITSN1,0.23730603993567162,0
FAHD1,0.2372947000839159,0
PSME2,0.23728907549345044,0
GPANK1,0.23728137654970147,0
SURF1,0.23715746393401874,0
GNG7,0.23715372938824364,0
CCDC6,0.2371080725576422,0
GALK1,0.23702314433271815,0
CASP7,0.23701044056327242,0
REEP1,0.2369787444224436,0
RSPO3,0.23687157980304058,0
CGB5,0.23686299665337507,0
ELMO1,0.23685094035565596,0
LHPP,0.23679851021870166,0
COL11A2,0.23668114870846332,0
BEX1,0.23665999067075127,0
SULT1C2,0.23665994454844363,0
OSER1,0.23664726729101293,0
FOXRED2,0.23640811960658506,0
ATP4B,0.2363247186643199,0
ADCY5,0.23628377041949367,0
SLC19A1,0.2362605197426778,0
ABCA13,0.23622595460796988,0
NDUFA4L2,0.23612920173470445,0
SUGT1,0.23606837698448116,0
MT-CYB,0.23595677230730935,0
PSMD5,0.2358862004587418,0
UNC5C,0.23566768431447496,0
DSEL,0.23562404026174694,0
PRELID1,0.23556278082604684,0
MAP4K5,0.23549449600246888,0
RALBP1,0.2354010694025349,0
INPP1,0.23540085852525675,0
SH3GLB1,0.2352141848025326,0
AAK1,0.23517990686482002,0
INTU,0.23517437215480608,1
EHD4,0.23509681808498717,0
CORO1C,0.2350681932686477,0
KLF1,0.23500252467411986,0
EDEM3,0.23494863466063542,0
CHRFAM7A,0.23483637582230765,0
NUDT6,0.2347743931171102,0
RNF103,0.23456515512589937,0
PTP4A1,0.23454763874764645,1
RAB3D,0.23446674022885206,0
CCDC116,0.2344156848818464,0
AMY2B,0.23437943374377485,0
GNPTAB,0.23429503454027142,0
CIPC,0.23414139897651567,0
FGFBP1,0.23399889921888833,0
NCR3,0.2339649358463399,0
KEAP1,0.23352281912598408,1
AIRE,0.23344365301243453,0
GFRAL,0.2334392308393238,0
LUM,0.23338777375282338,1
ENSG00000267561,0.23334485499796814,0
SPATA13,0.23333634918436902,0
NFAT5,0.2332357303975417,0
REEP5,0.23314980661525422,0
PIAS3,0.2330793765083963,0
APOD,0.23290206314668058,0
C14orf1,0.2328341122299567,0
CFH,0.23281616687513834,1
GJA5,0.23281054562627684,0
HBG1,0.23274586695796587,0
AXIN1,0.23268229632503976,0
SYNJ1,0.23243635594098228,0
ARHGEF7,0.23242707022979026,0
BIRC6,0.2324070463146496,0
RUNX1,0.232317526784127,1
TM2D1,0.2323024461280344,0
ATP6V1A,0.2322680493230531,0
NPY4R,0.2320621330928715,0
GPR84,0.23201648792323332,0
FCGR1A,0.23191691767344627,0
ARNTL2,0.23185757501195384,0
NHLH2,0.23168851642761348,0
PFKFB4,0.23150307637653367,0
USP16,0.23128929686049116,0
UGP2,0.2312863257680587,0
RECK,0.23125563246380784,0
ZC3H12A,0.2312293608995352,0
TRIP10,0.23120498261028025,0
MYLK,0.2311450658554715,0
ECSIT,0.23109686491752407,0
TLN2,0.2310890388494178,0
CSNK1G1,0.23107253026445798,0
RELT,0.2310545343773065,0
CAPN14,0.2307787963352383,0
FDXR,0.2307117286804855,0
GLI1,0.23066224742387614,0
DYM,0.23056383411451895,0
PKN1,0.23047652793637197,0
FRMPD3,0.23043525794692266,0
H1F0,0.23036136095794943,0
PIP5K1C,0.230122811470184,0
CAPN9,0.2300777994310165,0
SPHKAP,0.2298587283253677,0
STRADA,0.22985606776999287,0
OAZ3,0.22976263978456565,0
DENND2C,0.2295233052182985,0
IGF2R,0.22948679980746614,0
DVL2,0.22925702088877747,0
SIGMAR1,0.22923088364783772,0
CPS1,0.22919608397099328,1
EML4,0.22897312536920766,0
EPN2,0.22895339814069016,0
KCNK3,0.2289172147421116,0
ARPC5,0.2286746271489736,0
IFNA13,0.22864272443622624,1
PITPNM3,0.2286037103862607,0
TMEM220,0.22846469676063946,0
CELA2A,0.22826861381618688,0
CYTH4,0.22824761149153414,0
MARC2,0.22815577432414244,0
ENO1,0.22813920210889027,0
PPP5C,0.2281345918667626,0
HSPA1L,0.22791637063658549,0
TRAP1,0.22787136621810147,0
LMAN2,0.22780203050892855,0
MYCN,0.22776579776234251,0
SLCO1B3,0.2277548386170627,0
EN1,0.2277297314419979,0
YIF1B,0.22771088510945334,0
ATG7,0.22719135702095608,0
LCORL,0.2271891519260799,0
LAMA4,0.2271557828117699,0
HIST1H1C,0.22713770934737892,0
IL25,0.22710379444659745,0
ADCY3,0.2270544504721546,0
PIANP,0.2270175932314764,0
LEKR1,0.22689754856521774,0
CCL1,0.22669733517401292,0
COLEC11,0.22651349063335552,0
IQGAP3,0.22643784866745023,0
UQCRC2,0.2263578234018831,0
MED20,0.22634156761946525,0
APBB1,0.22609211404202595,0
MYH11,0.22584086297572206,0
MED11,0.22582783918795776,0
GLS2,0.22576175954843708,0
ENSG00000255819,0.225720582774531,0
VIM,0.2255976756601285,0
PIP4K2C,0.22547489311430677,0
PSG11,0.225367366501163,0
PGK2,0.22532302137173366,0
TFR2,0.22528015514958916,0
NPY2R,0.22527411170007083,0
CHRNA6,0.22516821375111332,0
IMPA1,0.22505679007067392,0
ABI1,0.22504684631771954,0
STXBP2,0.2249728860608003,0
RGS22,0.22476181756010055,0
MAP3K9,0.22471444471979893,0
TXLNG,0.22468658024902588,0
PAX6,0.22467764733970663,0
LGR4,0.22460643751010945,0
P4HA3,0.22457182006382795,0
LIMS1,0.22454642681639386,0
SEMA3B,0.22450877940983577,0
PSPH,0.22435194849387852,1
ABCG2,0.2243237239941641,0
CSNK1G3,0.22416302833202306,0
GPR39,0.22412412099497206,0
UBXN2A,0.22393672665722494,0
SUGCT,0.22388882679965924,0
TRERF1,0.2238640278051482,0
ARHGDIG,0.223835526863215,0
ATAD3B,0.22378187811995875,0
TAPBPL,0.22377358014228407,0
AMY1B,0.22373409987103723,0
MATN1,0.22372308016843717,0
SLC25A3,0.2236874402997569,0
IMPDH1,0.2236581922164487,0
UAP1L1,0.22362050808936243,0
COASY,0.2235912265828593,0
HRH4,0.22354445770854853,0
MTMR10,0.22341734764719334,0
SLC2A8,0.22323858872195762,0
ZFYVE9,0.22313342297752456,0
VCPIP1,0.22313290384817844,0
HEATR5B,0.22300369855487298,0
HIST1H1A,0.22287833572247812,0
OR13G1,0.2228067810394827,0
ELF1,0.22277358542961143,0
CD226,0.22264994435608004,0
SDHAF2,0.22257171238060558,0
CAPN7,0.2225522624048306,0
KIRREL3,0.22249078139599335,0
PSMB11,0.22246309914091153,0
KLRC2,0.22241456804786638,0
RAB4A,0.22239546245817854,0
STMN1,0.222290528414029,0
LEMD3,0.22226007942244247,0
RAC3,0.22215404032449895,0
RHOT2,0.22196171186045188,0
RNF125,0.221938173338056,0
NFE2L1,0.22167754204798928,0
CLOCK,0.22144066446742142,0
PGM3,0.22132967980812418,0
PGM5,0.22132163116666614,0
PPP2R5E,0.22129469316561237,0
SOX1,0.22128977139728717,0
HEYL,0.2212781329835893,0
MIEN1,0.22126614527803756,0
SYNGAP1,0.22095312059469244,0
HLA-G,0.22092741811911074,0
QPRT,0.2209119544407209,0
INPP4B,0.22066114875373288,0
TM2D2,0.22054533439418003,0
ETV3,0.22049389058689484,0
TAS2R38,0.22047322844080017,0
CLCN7,0.22046571881331764,0
NTN4,0.22039061297013335,0
PICALM,0.22025045924169212,0
SALL1,0.22006136105566898,0
SNX9,0.220031816759955,0
GRM8,0.21999225853698698,0
GJD2,0.21997040043545735,0
KIAA1524,0.21994466281876554,0
CAMKK2,0.21978346184614328,0
C4orf33,0.21973000167754678,0
ARFIP2,0.21972377023286302,0
SLC6A6,0.21936366233855345,0
LILRA4,0.21928410726719583,0
TRIM13,0.21920760990192106,0
ACPP,0.219191309110787,0
CEP290,0.2191092385297656,0
CTCFL,0.21897646293621723,0
NET1,0.21896374221943438,0
ATP2A1,0.21895640396893817,0
MGAT5,0.2188990786194709,0
COL15A1,0.21868270480158214,0
NUBPL,0.21865336437150074,0
NECAP2,0.21863650236208002,0
GRM2,0.21853858800873546,0
CD24,0.2185141573911573,0
EPN1,0.21849875681020178,0
NMNAT1,0.2184601040630485,0
TRPM6,0.21844095248667655,0
ENSG00000248405,0.21820747063185086,0
RAB2A,0.21817884932996567,0
SIK1,0.21816339888992534,0
PLK3,0.2181612299202793,0
PMEPA1,0.2180196563683425,0
NTAN1,0.21798220590622888,0
TLE4,0.21789990640906787,0
GYG2,0.21786849249826742,0
FXYD1,0.21785224483587465,0
EMD,0.21782510112747389,0
HLA-DRB1,0.21781646232557303,0
DNAJB9,0.21778066475396346,0
GYS2,0.21758064563104662,0
AKAP14,0.21754771924696126,0
GIT2,0.21752555713383204,0
GADD45G,0.21747884940177353,0
RAB4B,0.21743065703457087,0
RASD1,0.21728881233847439,0
PHF20L1,0.2172468009041836,0
GDF2,0.21722672515264904,1
ABCC8,0.21720377972830363,0
DNAJC10,0.21717988789037104,0
NCOA3,0.21714504835209145,0
CHMP3,0.2171117955116231,0
UBQLN2,0.21708782444866973,0
HIST2H3PS2,0.21705512578976296,0
ITPKC,0.217039070371947,0
PANK3,0.21700374775205863,0
MGAT4B,0.2169290322908904,0
CAPZA2,0.21692052763498992,0
PRCP,0.21671130937792962,0
ARHGAP5,0.21668517317291,0
HINT1,0.21667730084410664,0
ZSCAN23,0.2165439239528546,0
SLC4A11,0.21653482114362507,0
HLA-DQB1,0.21651117272866566,0
GPR37,0.2164432972891872,0
SAR1B,0.21636075300095234,0
SPATA2L,0.2163207533436675,0
RARA,0.2163150548017916,0
FHIT,0.216142878305105,0
KLRC4,0.21613403273561207,0
PDLIM1,0.21598498754724726,0
LCP1,0.21597920863043912,0
CUX1,0.215910636795617,0
SMURF2,0.21565543699453937,0
INSC,0.21530591096577034,0
