,precision,recall,f1-score,support
0,0.9987694831829368,0.8564896236370032,0.9221738307138799,2843.0
1,0.023923444976076555,0.7692307692307693,0.046403712296983764,13.0
accuracy,0.8560924369747899,0.8560924369747899,0.8560924369747899,0.8560924369747899
macro avg,0.5113464640795067,0.8128601964338862,0.48428877150543187,2856.0
weighted avg,0.994332158779334,0.8560924369747899,0.9181874821356517,2856.0
