,precision,recall,f1-score,support
0,0.8256410256410256,0.805,0.8151898734177216,200.0
1,0.6578947368421053,0.6880733944954128,0.6726457399103138,109.0
accuracy,0.7637540453074434,0.7637540453074434,0.7637540453074434,0.7637540453074434
macro avg,0.7417678812415655,0.7465366972477064,0.7439178066640177,309.0
weighted avg,0.7664683865501443,0.7637540453074434,0.7649073149960146,309.0
