,precision,recall,f1-score,support
0,0.9986522911051213,0.7819205065072107,0.8770960741763661,2843.0
1,0.015873015873015872,0.7692307692307693,0.031104199066874023,13.0
accuracy,0.7818627450980392,0.7818627450980392,0.7818627450980392,0.7818627450980392
macro avg,0.5072626534890686,0.77557563786899,0.4541001366216201,2856.0
weighted avg,0.9941788560287848,0.7818627450980392,0.8732452708232766,2856.0
