,precision,recall,f1-score,support
0,0.9995753715498938,0.8279985930355258,0.9057329742208542,2843.0
1,0.023952095808383235,0.9230769230769231,0.04669260700389106,13.0
accuracy,0.8284313725490197,0.8284313725490197,0.8284313725490197,0.8284313725490197
macro avg,0.5117637336791385,0.8755377580562245,0.47621279061237265,2856.0
weighted avg,0.9951345093003702,0.8284313725490197,0.901822776470917,2856.0
