,precision,recall,f1-score,support
0,0.9688905547226386,0.9092507914175167,0.9381237524950099,2843.0
1,0.11945392491467577,0.2966101694915254,0.17031630170316303,118.0
accuracy,0.8848362039851402,0.8848362039851402,0.8848362039851402,0.8848362039851402
macro avg,0.5441722398186573,0.602930480454521,0.5542200270990865,2961.0
weighted avg,0.9350393144938849,0.8848362039851402,0.9075255494577124,2961.0
