,precision,recall,f1-score,support
0,0.9812446717817562,0.8097080548716145,0.8872615147427251,2843.0
1,0.12032520325203253,0.6271186440677966,0.2019099590723056,118.0
accuracy,0.8024316109422492,0.8024316109422492,0.8024316109422492,0.8024316109422492
macro avg,0.5507849375168944,0.7184133494697056,0.5445857369075153,2961.0
weighted avg,0.9469358243361272,0.8024316109422492,0.8599492946923672,2961.0
