,precision,recall,f1-score,support
0,0.930635838150289,0.805,0.8632707774798929,200.0
1,0.524390243902439,0.7818181818181819,0.6277372262773724,55.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.727513041026364,0.793409090909091,0.7455040018786326,255.0
weighted avg,0.8430142393909489,0.8,0.8124694232989571,255.0
