,precision,recall,f1-score,support
0,0.9991319444444444,0.8097080548716145,0.8945016514474451,2843.0
1,0.019927536231884056,0.8461538461538461,0.03893805309734513,13.0
accuracy,0.8098739495798319,0.8098739495798319,0.8098739495798319,0.8098739495798319
macro avg,0.5095297403381642,0.8279309505127304,0.4667198522723951,2856.0
weighted avg,0.9946747815219084,0.8098739495798319,0.8906072793261036,2856.0
