,precision,recall,f1-score,support
0,0.9984258166076347,0.8923672177277524,0.9424219910846954,2843.0
1,0.02857142857142857,0.6923076923076923,0.054878048780487805,13.0
accuracy,0.8914565826330533,0.8914565826330533,0.8914565826330533,0.8914565826330533
macro avg,0.5134986225895316,0.7923374550177223,0.4986500199325916,2856.0
weighted avg,0.9940112133007474,0.8914565826330533,0.9383820501708456,2856.0
