,precision,recall,f1-score,support
0,0.5594405594405595,0.8,0.6584362139917697,200.0
1,0.8198198198198198,0.5909090909090909,0.6867924528301886,308.0
accuracy,0.6732283464566929,0.6732283464566929,0.6732283464566929,0.6732283464566929
macro avg,0.6896301896301896,0.6954545454545455,0.6726143334109791,508.0
weighted avg,0.7173082999854653,0.6732283464566929,0.675628579271756,508.0
