,precision,recall,f1-score,support
0,0.6185185185185185,0.835,0.7106382978723403,200.0
1,0.8613445378151261,0.6655844155844156,0.7509157509157509,308.0
accuracy,0.7322834645669292,0.7322834645669292,0.7322834645669292,0.7322834645669292
macro avg,0.7399315281668223,0.7502922077922078,0.7307770243940457,508.0
weighted avg,0.7657437428164617,0.7322834645669292,0.7350584859380301,508.0
