,precision,recall,f1-score,support
0,0.9832579185520361,0.7643334505803728,0.8600831189392439,2843.0
1,0.10785619174434088,0.6864406779661016,0.1864211737629459,118.0
accuracy,0.7612293144208038,0.7612293144208038,0.7612293144208038,0.7612293144208038
macro avg,0.5455570551481885,0.7253870642732372,0.523252146351095,2961.0
weighted avg,0.9483719328163699,0.7612293144208038,0.8332367462506917,2961.0
