,precision,recall,f1-score,support
0,0.8186274509803921,0.835,0.8267326732673267,200.0
1,0.7105263157894737,0.6864406779661016,0.6982758620689654,118.0
accuracy,0.779874213836478,0.779874213836478,0.779874213836478,0.779874213836478
macro avg,0.7645768833849329,0.7607203389830508,0.762504267668146,318.0
weighted avg,0.778514451129674,0.779874213836478,0.7790663093635323,318.0
