,precision,recall,f1-score,support
0,0.7881773399014779,0.8,0.794044665012407,200.0
1,0.6521739130434783,0.635593220338983,0.6437768240343348,118.0
accuracy,0.7389937106918238,0.7389937106918238,0.7389937106918238,0.7389937106918238
macro avg,0.7201756264724781,0.7177966101694915,0.7189107445233709,318.0
weighted avg,0.7377106594950503,0.7389937106918238,0.7382849001211726,318.0
