,precision,recall,f1-score,support
0,0.9826388888888888,0.7963418923672178,0.8797357684087818,2843.0
1,0.1187214611872146,0.6610169491525424,0.20129032258064516,118.0
accuracy,0.7909490037149611,0.7909490037149611,0.7909490037149611,0.7909490037149611
macro avg,0.5506801750380517,0.7286794207598801,0.5405130454947135,2961.0
weighted avg,0.9482105685684573,0.7909490037149611,0.8526987665149216,2961.0
