,precision,recall,f1-score,support
0,0.9984152139461173,0.8863876187126275,0.9390721073225266,2843.0
1,0.02710843373493976,0.6923076923076923,0.05217391304347826,13.0
accuracy,0.8855042016806722,0.8855042016806722,0.8855042016806722,0.8855042016806722
macro avg,0.5127618238405285,0.78934765551016,0.4956230101830024,2856.0
weighted avg,0.9939939996104221,0.8855042016806722,0.935035105737923,2856.0
