,precision,recall,f1-score,support
0,0.9982062780269059,0.7829757298628209,0.8775872264931992,2843.0
1,0.01437699680511182,0.6923076923076923,0.02816901408450704,13.0
accuracy,0.782563025210084,0.782563025210084,0.782563025210084,0.782563025210084
macro avg,0.5062916374160088,0.7376417110852567,0.4528781202888531,2856.0
weighted avg,0.9937280635115405,0.782563025210084,0.8737208270669692,2856.0
