,precision,recall,f1-score,support
0,0.935097897026831,0.9071403447062961,0.9209069808962685,2843.0
1,0.3282442748091603,0.41883116883116883,0.3680456490727532,308.0
accuracy,0.8594097112027927,0.8594097112027927,0.8594097112027927,0.8594097112027927
macro avg,0.6316710859179957,0.6629857567687325,0.6444763149845109,3151.0
weighted avg,0.8757799295107909,0.8594097112027927,0.8668665841328148,3151.0
