,precision,recall,f1-score,support
0,0.805,0.805,0.805,200.0
1,0.6694915254237288,0.6694915254237288,0.6694915254237288,118.0
accuracy,0.7547169811320755,0.7547169811320755,0.7547169811320755,0.7547169811320755
macro avg,0.7372457627118645,0.7372457627118645,0.7372457627118645,318.0
weighted avg,0.7547169811320755,0.7547169811320755,0.7547169811320755,318.0
