,precision,recall,f1-score,support
0,0.9445306439100077,0.8564896236370032,0.8983582364877329,2843.0
1,0.2879581151832461,0.5357142857142857,0.3745743473325766,308.0
accuracy,0.8251348778165661,0.8251348778165661,0.8251348778165661,0.8251348778165661
macro avg,0.6162443795466269,0.6961019546756444,0.6364662919101548,3151.0
weighted avg,0.8803528150151038,0.8251348778165661,0.8471600651580635,3151.0
