,precision,recall,f1-score,support
0,0.7381974248927039,0.86,0.7944572748267897,200.0
1,0.6705882352941176,0.4830508474576271,0.561576354679803,118.0
accuracy,0.720125786163522,0.720125786163522,0.720125786163522,0.720125786163522
macro avg,0.7043928300934108,0.6715254237288135,0.6780168147532963,318.0
weighted avg,0.7131097381863103,0.720125786163522,0.7080423421936312,318.0
