,precision,recall,f1-score,support
0,0.998417095370004,0.8874428420682378,0.9396648044692738,2843.0
1,0.02735562310030395,0.6923076923076923,0.052631578947368425,13.0
accuracy,0.8865546218487395,0.8865546218487395,0.8865546218487395,0.8865546218487395
macro avg,0.512886359235154,0.789875267187965,0.49614819170832114,2856.0
weighted avg,0.9939969976320817,0.8865546218487395,0.9356271882466601,2856.0
