,precision,recall,f1-score,support
0,0.998280309544282,0.8167428772423496,0.8984329657574,2843.0
1,0.016981132075471698,0.6923076923076923,0.03314917127071823,13.0
accuracy,0.8161764705882353,0.8161764705882353,0.8161764705882353,0.8161764705882353
macro avg,0.5076307208098769,0.754525284775021,0.4657910685140591,2856.0
weighted avg,0.9938136116076243,0.8161764705882353,0.894494349045801,2856.0
