,precision,recall,f1-score,support
0,0.9990680335507922,0.7541329581428069,0.8594908799358589,2843.0
1,0.015492957746478873,0.8461538461538461,0.030428769017980636,13.0
accuracy,0.7545518207282913,0.7545518207282913,0.7545518207282913,0.7545518207282913
macro avg,0.5072804956486355,0.8001434021483265,0.4449598244769198,2856.0
weighted avg,0.9945909761329154,0.7545518207282913,0.8557171378343421,2856.0
