,precision,recall,f1-score,support
0,0.76,0.855,0.8047058823529413,200.0
1,0.6881720430107527,0.5423728813559322,0.6066350710900473,118.0
accuracy,0.7389937106918238,0.7389937106918238,0.7389937106918238,0.7389937106918238
macro avg,0.7240860215053764,0.698686440677966,0.7056704767214943,318.0
weighted avg,0.7333468587272605,0.7389937106918238,0.7312079083623078,318.0
